date,real_price,predicted_price
2024-12-01,75.1255,80.59289
2024-12-02,73.84700000000001,80.18599
2024-12-03,72.5685,79.93339
2024-12-04,71.29,79.77199
2024-12-05,71.29,79.66616
2024-12-06,71.29,79.594185
2024-12-07,71.29,79.543045
2024-12-08,71.29,79.50494
2024-12-09,71.29,79.475
2024-12-10,71.29,79.45025
2024-12-11,71.29,79.42888
2024-12-12,71.29,79.4097
2024-12-13,71.29,79.391914
