date,real_price,predicted_price
2024-12-01,21.998,22.114426
2024-12-02,21.9215,22.069508
2024-12-03,21.845,21.982822
2024-12-04,21.8325,21.870146
2024-12-05,21.82,21.741457
2024-12-06,22.1136,21.603022
2024-12-07,22.4072,21.458893
2024-12-08,22.7008,21.311594
2024-12-09,22.9944,21.162834
2024-12-10,23.288,21.01345
2024-12-11,23.288,20.864275
2024-12-12,23.288,20.715694
2024-12-13,23.288,20.567974
