date,real_price,predicted_price
2024-12-01,13.19,16.519842
2024-12-02,13.659,16.636711
2024-12-03,13.6612,16.707405
2024-12-04,13.6634,16.73498
2024-12-05,13.6656,16.725222
2024-12-06,13.6678,16.685999
2024-12-07,13.67,16.620478
2024-12-08,13.605,16.533373
2024-12-09,13.54,16.428598
2024-12-10,13.475,16.310452
2024-12-11,13.41,16.182404
2024-12-12,13.9,16.047054
2024-12-13,12.27,15.906501
