date,real_price,predicted_price
2024-12-01,256.926,252.0582
2024-12-02,256.926,251.20615
2024-12-03,256.926,250.18773
2024-12-04,256.926,249.07774
2024-12-05,256.926,247.91833
2024-12-06,256.926,246.7365
2024-12-07,256.926,245.55666
2024-12-08,256.926,244.38882
2024-12-09,256.926,243.23634
2024-12-10,256.926,242.10274
2024-12-11,256.926,240.98827
2024-12-12,256.926,239.89473
2024-12-13,256.926,238.82207
