date,price,forecast_price
2013-12-19,13.023,
2013-12-20,7.823,
2013-12-21,6.764,
2013-12-22,5.78,
2013-12-23,4.764,
2013-12-24,4.769,
2013-12-25,4.865,
2013-12-26,4.706,
2013-12-27,4.329,
2013-12-28,4.117,
2013-12-29,3.514,
2013-12-30,3.184,
2013-12-31,2.953,
2014-01-01,2.874,
2014-01-02,2.778,
2014-01-03,2.705,
2014-01-04,2.775,
2014-01-05,2.668,
2014-01-06,2.569,
2014-01-07,2.504,
2014-01-08,2.433,
2014-01-09,2.433,
2014-01-10,2.444,
2014-01-11,2.572,
2014-01-12,2.367,
2014-01-13,2.117,
2014-01-14,2.101,
2014-01-15,2.116,
2014-01-16,2.039,
2014-01-17,1.965,
2014-01-18,1.984,
2014-01-19,1.988,
2014-01-20,1.954,
2014-01-21,1.823,
2014-01-22,1.845,
2014-01-23,1.787,
2014-01-24,1.772,
2014-01-25,1.856,
2014-01-26,1.82,
2014-01-27,1.731,
2014-01-28,1.677,
2014-01-29,1.627,
2014-01-30,1.584,
2014-01-31,1.493,
2014-02-01,1.468,
2014-02-02,1.522,
2014-02-03,1.443,
2014-02-04,1.41,
2014-02-05,1.358,
2014-02-06,1.319,
2014-02-07,1.422,
2014-02-08,1.381,
2014-02-09,1.336,
2014-02-10,1.286,
2014-02-11,1.254,
2014-02-12,1.202,
2014-02-13,1.155,
2014-02-14,1.177,
2014-02-15,1.176,
2014-02-16,1.187,
2014-02-17,1.14,
2014-02-18,1.079,
2014-02-19,1.025,
2014-02-20,1.025,
2014-02-21,0.92,
2014-02-22,0.867,
2014-02-23,0.979,
2014-02-24,1.018,
2014-02-25,1.083,
2014-02-26,1.078,
2014-02-27,1.071,
2014-02-28,1.078,
2014-03-01,1.069,
2014-03-02,1.08,
2014-03-03,1.078,
2014-03-04,1.02,
2014-03-05,1.015,
2014-03-06,1.076,
2014-03-07,1.035,
2014-03-08,1.051,
2014-03-09,1.091,
2014-03-10,1.09,
2014-03-11,1.078,
2014-03-12,1.156,
2014-03-13,1.267,
2014-03-14,1.292,
2014-03-15,1.111,
2014-03-16,1.1,
2014-03-17,1.149,
2014-03-18,1.259,
2014-03-19,1.25,
2014-03-20,1.291,
2014-03-21,1.259,
2014-03-22,1.262,
2014-03-23,1.23,
2014-03-24,1.272,
2014-03-25,1.334,
2014-03-26,1.336,
2014-03-27,1.311,
2014-03-28,1.267,
2014-03-29,1.233,
2014-03-30,1.205,
2014-03-31,1.243,
2014-04-01,1.367,
2014-04-02,1.239,
2014-04-03,1.258,
2014-04-04,1.207,
2014-04-05,1.195,
2014-04-06,1.227,
2014-04-07,1.207,
2014-04-08,1.184,
2014-04-09,1.221,
2014-04-10,1.219,
2014-04-11,1.173,
2014-04-12,1.152,
2014-04-13,1.148,
2014-04-14,1.143,
2014-04-15,1.156,
2014-04-16,1.088,
2014-04-17,1.115,
2014-04-18,1.109,
2014-04-19,1.13,
2014-04-20,1.1,
2014-04-21,1.049,
2014-04-22,1.074,
2014-04-23,1.059,
2014-04-24,1.063,
2014-04-25,1.066,
2014-04-26,1.067,
2014-04-27,1.056,
2014-04-28,1.029,
2014-04-29,1.029,
2014-04-30,1.029,
2014-05-01,1.016,
2014-05-02,0.96,
2014-05-03,0.986,
2014-05-04,1.012,
2014-05-05,0.97,
2014-05-06,0.972,
2014-05-07,1.094,
2014-05-08,1.114,
2014-05-09,0.992,
2014-05-10,0.925,
2014-05-11,0.872,
2014-05-12,0.837,
2014-05-13,0.916,
2014-05-14,0.927,
2014-05-15,0.944,
2014-05-16,0.887,
2014-05-17,0.873,
2014-05-18,0.928,
2014-05-19,0.931,
2014-05-20,0.936,
2014-05-21,0.989,
2014-05-22,0.995,
2014-05-23,0.893,
2014-05-24,0.93,
2014-05-25,0.946,
2014-05-26,0.929,
2014-05-27,0.948,
2014-05-28,0.907,
2014-05-29,0.87,
2014-05-30,0.9,
2014-05-31,0.874,
2014-06-01,0.878,
2014-06-02,0.829,
2014-06-03,0.893,
2014-06-04,0.845,
2014-06-05,0.821,
2014-06-06,0.838,
2014-06-07,0.802,
2014-06-08,0.824,
2014-06-09,0.819,
2014-06-10,0.812,
2014-06-11,0.797,
2014-06-12,0.803,
2014-06-13,0.877,
2014-06-14,0.931,
2014-06-15,0.909,
2014-06-16,0.93,
2014-06-17,0.777,
2014-06-18,0.766,
2014-06-19,0.743,
2014-06-20,0.587,
2014-06-21,0.59,
2014-06-22,0.581,
2014-06-23,0.555,
2014-06-24,0.57,
2014-06-25,0.604,
2014-06-26,0.679,
2014-06-27,0.7,
2014-06-28,0.736,
2014-06-29,0.696,
2014-06-30,0.694,
2014-07-01,0.839,
2014-07-02,0.568,
2014-07-03,0.681,
2014-07-04,0.733,
2014-07-05,0.781,
2014-07-06,0.822,
2014-07-07,0.87,
2014-07-08,0.871,
2014-07-09,0.887,
2014-07-10,0.856,
2014-07-11,0.868,
2014-07-12,0.931,
2014-07-13,0.979,
2014-07-14,1.011,
2014-07-15,1.083,
2014-07-16,1.055,
2014-07-17,0.993,
2014-07-18,0.978,
2014-07-19,0.995,
2014-07-20,0.903,
2014-07-21,0.994,
2014-07-22,0.979,
2014-07-23,1.072,
2014-07-24,1.064,
2014-07-25,1.1,
2014-07-26,1.116,
2014-07-27,1.178,
2014-07-28,1.157,
2014-07-29,1.201,
