date,price,forecast_price
2014-07-30,1.241,
2014-07-31,1.241,
2014-08-01,1.23,
2014-08-02,1.352,
2014-08-03,1.277,
2014-08-04,1.209,
2014-08-05,1.068,
2014-08-06,1.137,
2014-08-07,1.239,
2014-08-08,1.258,
2014-08-09,1.257,
2014-08-10,1.305,
2014-08-11,1.296,
2014-08-12,1.318,
2014-08-13,1.36,
2014-08-14,1.409,
2014-08-15,1.373,
2014-08-16,1.376,
2014-08-17,1.065,
2014-08-18,1.174,
2014-08-19,1.318,
2014-08-20,1.361,
2014-08-21,1.394,
2014-08-22,1.388,
2014-08-23,1.396,
2014-08-24,1.44,
2014-08-25,1.464,
2014-08-26,1.526,
2014-08-27,1.534,
2014-08-28,1.541,
2014-08-29,1.517,
2014-08-30,1.539,
2014-08-31,1.511,
2014-09-01,1.617,
2014-09-02,1.612,
2014-09-03,1.742,
2014-09-04,1.695,
2014-09-05,1.527,
2014-09-06,1.597,
2014-09-07,1.637,
2014-09-08,1.654,
2014-09-09,1.684,
2014-09-10,1.745,
2014-09-11,1.584,
2014-09-12,1.483,
2014-09-13,1.462,
2014-09-14,1.493,
2014-09-15,1.511,
2014-09-16,1.546,
2014-09-17,1.543,
2014-09-18,1.581,
2014-09-19,1.514,
2014-09-20,1.455,
2014-09-21,1.513,
2014-09-22,1.505,
2014-09-23,1.548,
2014-09-24,1.549,
2014-09-25,1.657,
2014-09-26,1.558,
2014-09-27,1.498,
2014-09-28,1.589,
2014-09-29,1.543,
2014-09-30,1.519,
2014-10-01,1.581,
2014-10-02,1.646,
2014-10-03,1.634,
2014-10-04,1.648,
2014-10-05,1.633,
2014-10-06,1.693,
2014-10-07,1.729,
2014-10-08,1.691,
2014-10-09,1.694,
2014-10-10,1.636,
2014-10-11,1.652,
2014-10-12,1.687,
2014-10-13,1.685,
2014-10-14,1.783,
2014-10-15,1.734,
2014-10-16,1.737,
2014-10-17,1.62,
2014-10-18,1.605,
2014-10-19,1.528,
2014-10-20,1.531,
2014-10-21,1.551,
2014-10-22,1.646,
2014-10-23,1.669,
2014-10-24,1.783,
2014-10-25,1.821,
2014-10-26,1.528,
2014-10-27,1.481,
2014-10-28,1.535,
2014-10-29,1.575,
2014-10-30,1.882,
2014-10-31,1.512,
2014-11-01,1.523,
2014-11-02,1.502,
2014-11-03,1.507,
2014-11-04,1.561,
2014-11-05,1.58,
2014-11-06,1.567,
2014-11-07,1.585,
2014-11-08,1.663,
2014-11-09,1.565,
2014-11-10,1.564,
2014-11-11,1.559,
2014-11-12,1.156,
2014-11-13,1.204,
2014-11-14,1.263,
2014-11-15,1.295,
2014-11-16,1.341,
2014-11-17,1.291,
2014-11-18,1.378,
2014-11-19,1.363,
2014-11-20,1.326,
2014-11-21,1.249,
2014-11-22,1.254,
2014-11-23,1.246,
2014-11-24,1.217,
2014-11-25,1.36,
2014-11-26,1.403,
2014-11-27,1.391,
2014-11-28,1.404,
2014-11-29,2.054,
2014-11-30,1.558,
2014-12-01,1.139,
2014-12-02,1.268,
2014-12-03,1.438,
2014-12-04,1.565,
2014-12-05,1.671,
2014-12-06,1.788,
2014-12-07,1.674,
2014-12-08,1.625,
2014-12-09,1.648,
2014-12-10,1.639,
2014-12-11,1.715,
2014-12-12,1.644,
2014-12-13,1.681,
2014-12-14,1.687,
2014-12-15,1.642,
2014-12-16,1.598,
2014-12-17,1.62,
2014-12-18,1.614,
2014-12-19,1.634,
2014-12-20,1.503,
2014-12-21,1.56,
2014-12-22,1.493,
2014-12-23,1.552,
2014-12-24,1.472,
2014-12-25,1.648,
2014-12-26,1.722,
2014-12-27,1.759,
2014-12-28,1.86,
2014-12-29,1.819,
2014-12-30,1.873,
2014-12-31,1.916,
2015-01-01,1.818,
2015-01-02,1.881,
2015-01-03,1.979,
2015-01-04,2.029,
2015-01-05,2.041,
2015-01-06,2.101,
2015-01-07,2.206,
2015-01-08,2.155,
2015-01-09,2.181,
2015-01-10,2.413,
2015-01-11,2.487,
2015-01-12,2.465,
2015-01-13,2.547,
2015-01-14,2.598,
2015-01-15,2.65,
2015-01-16,2.466,
2015-01-17,2.421,
2015-01-18,2.401,
2015-01-19,2.37,
2015-01-20,2.371,
2015-01-21,2.384,
2015-01-22,2.33,
2015-01-23,2.451,
2015-01-24,2.498,
2015-01-25,2.284,
2015-01-26,2.222,
2015-01-27,2.257,
2015-01-28,2.365,
2015-01-29,2.238,
2015-01-30,2.273,
2015-01-31,2.338,
2015-02-01,2.195,
2015-02-02,2.187,
2015-02-03,2.245,
2015-02-04,2.28,
2015-02-05,2.237,
2015-02-06,2.189,
2015-02-07,2.295,
2015-02-08,2.137,
2015-02-09,2.204,
2015-02-10,2.252,
2015-02-11,2.185,
2015-02-12,2.118,
2015-02-13,2.119,
2015-02-14,2.209,
2015-02-15,2.148,
2015-02-16,2.112,
2015-02-17,2.124,
2015-02-18,2.198,
2015-02-19,2.19,
2015-02-20,2.18,
2015-02-21,2.247,
2015-02-22,2.263,
2015-02-23,2.267,
2015-02-24,2.297,
2015-02-25,2.274,
2015-02-26,2.325,
2015-02-27,2.185,
2015-02-28,2.249,
2015-03-01,2.247,
2015-03-02,2.291,
2015-03-03,2.308,
2015-03-04,2.288,
2015-03-05,2.248,
2015-03-06,2.237,
2015-03-07,2.219,
2015-03-08,2.178,
2015-03-09,2.162,
2015-03-10,2.188,
2015-03-11,2.171,
2015-03-12,2.229,
2015-03-13,2.15,
2015-03-14,2.15,
2015-03-15,2.036,
2015-03-16,1.969,
2015-03-17,2.161,
2015-03-18,2.199,
2015-03-19,2.222,
2015-03-20,2.214,
2015-03-21,2.228,
2015-03-22,2.241,
2015-03-23,2.213,
2015-03-24,2.246,
2015-03-25,2.283,
2015-03-26,2.289,
2015-03-27,2.29,
2015-03-28,2.303,
2015-03-29,2.2,
2015-03-30,2.21,
2015-03-31,2.257,
2015-04-01,2.258,
2015-04-02,2.364,
2015-04-03,2.453,
2015-04-04,2.382,
2015-04-05,2.392,
2015-04-06,2.413,
2015-04-07,2.502,
2015-04-08,2.513,
2015-04-09,2.479,
2015-04-10,2.567,
2015-04-11,2.483,
2015-04-12,2.411,
2015-04-13,2.394,
2015-04-14,2.306,
2015-04-15,2.305,
2015-04-16,2.018,
2015-04-17,2.079,
2015-04-18,2.196,
2015-04-19,2.208,
2015-04-20,2.101,
2015-04-21,2.137,
2015-04-22,2.159,
2015-04-23,2.131,
2015-04-24,2.07,
2015-04-25,2.029,
2015-04-26,1.952,
2015-04-27,1.862,
2015-04-28,1.896,
2015-04-29,1.906,
2015-04-30,1.888,
2015-05-01,1.905,
2015-05-02,1.816,
2015-05-03,1.74,
2015-05-04,1.613,
2015-05-05,1.636,
2015-05-06,1.663,
2015-05-07,1.623,
2015-05-08,1.563,
2015-05-09,1.567,
2015-05-10,1.51,
2015-05-11,1.475,
2015-05-12,1.537,
2015-05-13,1.548,
2015-05-14,1.531,
2015-05-15,1.53,
2015-05-16,1.559,
2015-05-17,1.493,
2015-05-18,1.493,
2015-05-19,1.536,
2015-05-20,1.497,
2015-05-21,1.505,
2015-05-22,1.483,
2015-05-23,1.499,
2015-05-24,1.452,
2015-05-25,1.432,
2015-05-26,1.409,
2015-05-27,0.954,
2015-05-28,1.108,
2015-05-29,1.192,
2015-05-30,1.284,
2015-05-31,1.275,
2015-06-01,1.286,
2015-06-02,1.314,
2015-06-03,1.33,
2015-06-04,1.348,
2015-06-05,1.218,
2015-06-06,1.252,
2015-06-07,1.263,
2015-06-08,1.244,
2015-06-09,1.297,
2015-06-10,1.265,
2015-06-11,1.188,
2015-06-12,1.039,
2015-06-13,1.041,
2015-06-14,0.994,
2015-06-15,0.995,
2015-06-16,1.024,
2015-06-17,1.025,
2015-06-18,1.046,
2015-06-19,1.046,
2015-06-20,1.061,
2015-06-21,0.997,
2015-06-22,1.033,
2015-06-23,1.18,
2015-06-24,1.242,
2015-06-25,1.274,
2015-06-26,1.289,
2015-06-27,1.301,
2015-06-28,1.201,
2015-06-29,1.272,
2015-06-30,1.307,
2015-07-01,1.34,
2015-07-02,1.363,
2015-07-03,1.341,
2015-07-04,1.351,
2015-07-05,1.33,
2015-07-06,1.315,
2015-07-07,1.354,
2015-07-08,1.333,
2015-07-09,1.362,
2015-07-10,1.388,
2015-07-11,1.395,
2015-07-12,1.387,
2015-07-13,1.374,
2015-07-14,1.381,
2015-07-15,1.408,
2015-07-16,1.388,
2015-07-17,1.397,
2015-07-18,1.411,
2015-07-19,1.396,
2015-07-20,1.401,
2015-07-21,1.401,
2015-07-22,1.435,
2015-07-23,1.406,
2015-07-24,1.411,
2015-07-25,1.417,
2015-07-26,1.415,
2015-07-27,1.42,
2015-07-28,1.401,
2015-07-29,1.392,
2015-07-30,1.383,
2015-07-31,1.355,
2015-08-01,1.339,
2015-08-02,1.342,
2015-08-03,1.341,
2015-08-04,1.385,
2015-08-05,1.412,
2015-08-06,1.408,
2015-08-07,1.382,
2015-08-08,1.388,
2015-08-09,1.399,
2015-08-10,1.426,
2015-08-11,1.433,
2015-08-12,1.407,
2015-08-13,1.412,
2015-08-14,1.375,
2015-08-15,1.132,
2015-08-16,1.138,
2015-08-17,1.163,
2015-08-18,1.209,
2015-08-19,1.237,
2015-08-20,1.198,
2015-08-21,1.154,
2015-08-22,1.208,
2015-08-23,1.11,
2015-08-24,1.13,
2015-08-25,1.329,
2015-08-26,1.424,
2015-08-27,1.471,
2015-08-28,1.515,
2015-08-29,1.521,
2015-08-30,1.556,
2015-08-31,1.588,
2015-09-01,1.596,
2015-09-02,1.644,
2015-09-03,1.6,
2015-09-04,1.61,
2015-09-05,1.672,
2015-09-06,1.619,
2015-09-07,1.623,
2015-09-08,1.629,
2015-09-09,1.668,
2015-09-10,1.714,
2015-09-11,1.66,
2015-09-12,1.634,
2015-09-13,1.653,
2015-09-14,1.664,
2015-09-15,1.683,
2015-09-16,1.683,
2015-09-17,1.687,
2015-09-18,1.745,
2015-09-19,2.087,
2015-09-20,2.198,
2015-09-21,2.126,
2015-09-22,2.147,
2015-09-23,2.147,
2015-09-24,2.093,
2015-09-25,2.055,
2015-09-26,2.028,
2015-09-27,1.961,
2015-09-28,1.908,
2015-09-29,1.863,
2015-09-30,1.789,
2015-10-01,1.83,
2015-10-02,1.865,
2015-10-03,1.869,
2015-10-04,1.811,
2015-10-05,1.815,
2015-10-06,1.866,
2015-10-07,1.832,
2015-10-08,1.861,
2015-10-09,1.864,
2015-10-10,1.903,
2015-10-11,1.851,
2015-10-12,1.85,
2015-10-13,1.842,
2015-10-14,1.788,
2015-10-15,1.762,
2015-10-16,1.728,
2015-10-17,1.746,
2015-10-18,1.716,
2015-10-19,1.713,
2015-10-20,1.778,
2015-10-21,1.576,
2015-10-22,1.521,
2015-10-23,1.528,
2015-10-24,1.588,
2015-10-25,1.594,
2015-10-26,1.567,
2015-10-27,1.596,
2015-10-28,1.568,
2015-10-29,1.555,
2015-10-30,1.529,
2015-10-31,1.516,
2015-11-01,1.399,
2015-11-02,1.374,
2015-11-03,1.529,
2015-11-04,1.615,
2015-11-05,1.639,
2015-11-06,1.694,
2015-11-07,1.705,
2015-11-08,1.702,
2015-11-09,1.668,
2015-11-10,1.667,
2015-11-11,1.709,
2015-11-12,1.648,
2015-11-13,1.696,
2015-11-14,1.693,
2015-11-15,1.659,
2015-11-16,1.627,
2015-11-17,1.659,
2015-11-18,1.638,
2015-11-19,1.634,
2015-11-20,1.662,
2015-11-21,1.726,
2015-11-22,1.666,
2015-11-23,1.638,
2015-11-24,1.705,
2015-11-25,1.62,
2015-11-26,1.375,
2015-11-27,1.297,
2015-11-28,1.31,
2015-11-29,1.264,
2015-11-30,1.249,
2015-12-01,1.316,
2015-12-02,1.448,
2015-12-03,1.6,
2015-12-04,1.662,
2015-12-05,1.709,
2015-12-06,1.75,
2015-12-07,1.831,
2015-12-08,1.842,
2015-12-09,1.826,
2015-12-10,2.107,
2015-12-11,2.153,
2015-12-12,2.145,
2015-12-13,2.025,
2015-12-14,2.024,
2015-12-15,2.015,
2015-12-16,2.022,
2015-12-17,1.925,
2015-12-18,1.92,
2015-12-19,1.861,
2015-12-20,1.724,
2015-12-21,1.694,
2015-12-22,1.655,
2015-12-23,1.315,
2015-12-24,1.29,
2015-12-25,1.413,
2015-12-26,1.46,
2015-12-27,1.456,
2015-12-28,1.473,
2015-12-29,1.468,
2015-12-30,1.428,
2015-12-31,1.414,
2016-01-01,1.368,
2016-01-02,1.331,
2016-01-03,1.301,
2016-01-04,1.309,
2016-01-05,1.523,
2016-01-06,1.591,
2016-01-07,1.627,
2016-01-08,1.625,
2016-01-09,1.651,
2016-01-10,1.69,
2016-01-11,1.761,
2016-01-12,1.731,
2016-01-13,1.757,
2016-01-14,1.672,
2016-01-15,1.651,
2016-01-16,1.677,
2016-01-17,1.645,
2016-01-18,1.603,
2016-01-19,1.661,
2016-01-20,1.678,
2016-01-21,1.681,
2016-01-22,1.751,
2016-01-23,1.73,
2016-01-24,1.72,
2016-01-25,1.734,
2016-01-26,1.758,
2016-01-27,1.784,
2016-01-28,1.715,
2016-01-29,1.667,
2016-01-30,1.71,
2016-01-31,1.713,
2016-02-01,1.725,
2016-02-02,1.705,
2016-02-03,1.697,
2016-02-04,1.665,
2016-02-05,1.63,
2016-02-06,1.406,
2016-02-07,1.367,
2016-02-08,1.33,
2016-02-09,1.336,
2016-02-10,1.343,
2016-02-11,1.347,
2016-02-12,1.398,
2016-02-13,1.525,
2016-02-14,1.627,
2016-02-15,1.664,
2016-02-16,1.641,
2016-02-17,1.661,
2016-02-18,1.354,
2016-02-19,1.567,
2016-02-20,1.662,
2016-02-21,1.668,
2016-02-22,1.653,
2016-02-23,1.74,
2016-02-24,1.708,
2016-02-25,1.676,
2016-02-26,1.618,
2016-02-27,1.614,
2016-02-28,1.606,
2016-02-29,1.586,
2016-03-01,1.52,
2016-03-02,1.579,
2016-03-03,1.606,
2016-03-04,1.59,
2016-03-05,1.588,
2016-03-06,1.583,
2016-03-07,1.561,
2016-03-08,1.531,
2016-03-09,1.519,
2016-03-10,1.672,
2016-03-11,1.745,
2016-03-12,1.86,
2016-03-13,1.927,
2016-03-14,1.883,
2016-03-15,1.903,
2016-03-16,1.97,
2016-03-17,1.945,
2016-03-18,1.912,
2016-03-19,1.963,
2016-03-20,1.959,
2016-03-21,1.956,
2016-03-22,1.979,
2016-03-23,1.959,
2016-03-24,1.918,
2016-03-25,1.878,
2016-03-26,1.8,
2016-03-27,1.754,
2016-03-28,1.829,
2016-03-29,1.804,
2016-03-30,1.827,
2016-03-31,1.932,
2016-04-01,2.022,
2016-04-02,2.145,
2016-04-03,1.908,
2016-04-04,1.943,
2016-04-05,2.08,
2016-04-06,2.116,
2016-04-07,2.163,
2016-04-08,2.232,
2016-04-09,2.282,
2016-04-10,2.279,
2016-04-11,2.204,
2016-04-12,2.161,
2016-04-13,2.139,
2016-04-14,2.128,
2016-04-15,2.148,
2016-04-16,2.189,
2016-04-17,2.12,
2016-04-18,2.112,
2016-04-19,2.144,
2016-04-20,2.186,
2016-04-21,2.225,
2016-04-22,2.224,
2016-04-23,2.226,
2016-04-24,2.19,
2016-04-25,2.14,
2016-04-26,2.19,
2016-04-27,2.143,
2016-04-28,2.199,
2016-04-29,2.356,
2016-04-30,2.576,
2016-05-01,2.612,
2016-05-02,2.569,
2016-05-03,2.543,
2016-05-04,2.477,
2016-05-05,2.459,
2016-05-06,2.442,
2016-05-07,2.348,
2016-05-08,2.276,
2016-05-09,2.29,
2016-05-10,2.353,
2016-05-11,2.309,
2016-05-12,2.285,
2016-05-13,2.272,
2016-05-14,2.302,
2016-05-15,2.286,
2016-05-16,2.165,
2016-05-17,2.065,
2016-05-18,2.03,
2016-05-19,1.979,
2016-05-20,1.995,
2016-05-21,2.042,
2016-05-22,2.006,
2016-05-23,2.02,
2016-05-24,2.013,
2016-05-25,2.0,
2016-05-26,1.93,
2016-05-27,1.891,
2016-05-28,1.92,
2016-05-29,1.887,
2016-05-30,1.93,
2016-05-31,1.946,
2016-06-01,1.917,
2016-06-02,1.961,
2016-06-03,1.955,
2016-06-04,1.906,
2016-06-05,1.855,
2016-06-06,1.774,
2016-06-07,1.769,
2016-06-08,1.823,
2016-06-09,1.814,
2016-06-10,1.854,
2016-06-11,1.886,
2016-06-12,1.864,
2016-06-13,1.858,
2016-06-14,1.865,
2016-06-15,1.817,
2016-06-16,1.887,
2016-06-17,2.116,
2016-06-18,2.222,
2016-06-19,2.249,
2016-06-20,2.201,
2016-06-21,2.187,
2016-06-22,1.986,
2016-06-23,1.803,
2016-06-24,1.584,
2016-06-25,1.533,
2016-06-26,1.539,
2016-06-27,1.626,
2016-06-28,1.691,
2016-06-29,1.696,
2016-06-30,1.703,
2016-07-01,1.688,
2016-07-02,1.688,
2016-07-03,1.668,
2016-07-04,1.751,
2016-07-05,2.037,
2016-07-06,2.086,
2016-07-07,2.115,
2016-07-08,2.169,
2016-07-09,2.192,
2016-07-10,2.011,
2016-07-11,2.03,
2016-07-12,2.138,
2016-07-13,2.243,
2016-07-14,2.074,
2016-07-15,2.109,
2016-07-16,2.166,
2016-07-17,2.14,
2016-07-18,2.147,
2016-07-19,2.165,
2016-07-20,2.107,
2016-07-21,2.075,
2016-07-22,2.068,
2016-07-23,2.05,
2016-07-24,2.032,
2016-07-25,2.002,
2016-07-26,2.057,
2016-07-27,2.086,
2016-07-28,2.131,
2016-07-29,2.1,
2016-07-30,2.102,
2016-07-31,2.109,
2016-08-01,2.101,
2016-08-02,2.095,
2016-08-03,2.1,
2016-08-04,2.038,
2016-08-05,1.996,
2016-08-06,1.955,
2016-08-07,1.907,
2016-08-08,1.876,
2016-08-09,1.906,
2016-08-10,1.824,
2016-08-11,1.841,
2016-08-12,1.905,
2016-08-13,1.947,
2016-08-14,1.894,
2016-08-15,1.93,
2016-08-16,1.952,
2016-08-17,1.966,
2016-08-18,1.978,
2016-08-19,2.02,
2016-08-20,2.118,
2016-08-21,2.138,
2016-08-22,2.102,
2016-08-23,2.094,
2016-08-24,2.042,
2016-08-25,2.031,
2016-08-26,2.083,
2016-08-27,2.08,
2016-08-28,2.12,
2016-08-29,2.171,
2016-08-30,2.135,
2016-08-31,2.171,
2016-09-01,2.19,
2016-09-02,2.192,
2016-09-03,2.151,
2016-09-04,2.13,
2016-09-05,2.129,
2016-09-06,2.152,
2016-09-07,2.091,
2016-09-08,2.154,
2016-09-09,2.144,
2016-09-10,2.148,
2016-09-11,2.147,
2016-09-12,2.141,
2016-09-13,2.1,
2016-09-14,2.127,
2016-09-15,2.151,
2016-09-16,2.133,
2016-09-17,2.147,
2016-09-18,2.154,
2016-09-19,2.165,
2016-09-20,2.163,
2016-09-21,2.159,
2016-09-22,2.148,
2016-09-23,2.006,
2016-09-24,2.021,
2016-09-25,2.037,
2016-09-26,2.086,
2016-09-27,2.187,
2016-09-28,2.167,
2016-09-29,2.149,
2016-09-30,2.17,
2016-10-01,2.193,
2016-10-02,2.186,
2016-10-03,2.139,
2016-10-04,2.173,
2016-10-05,2.182,
2016-10-06,2.158,
2016-10-07,2.131,
2016-10-08,2.14,
2016-10-09,2.083,
2016-10-10,2.098,
2016-10-11,2.156,
2016-10-12,2.145,
2016-10-13,2.129,
2016-10-14,2.123,
2016-10-15,2.123,
2016-10-16,2.078,
2016-10-17,2.054,
2016-10-18,2.039,
2016-10-19,2.044,
2016-10-20,2.047,
2016-10-21,2.038,
2016-10-22,2.063,
2016-10-23,2.092,
2016-10-24,2.071,
2016-10-25,2.016,
2016-10-26,2.021,
2016-10-27,1.996,
2016-10-28,1.885,
2016-10-29,1.916,
2016-10-30,1.838,
2016-10-31,1.804,
2016-11-01,1.853,
2016-11-02,1.973,
2016-11-03,2.089,
2016-11-04,2.116,
2016-11-05,2.184,
2016-11-06,2.192,
2016-11-07,2.163,
2016-11-08,2.246,
2016-11-09,2.225,
2016-11-10,2.369,
2016-11-11,2.275,
2016-11-12,2.284,
2016-11-13,2.269,
2016-11-14,2.198,
2016-11-15,2.215,
2016-11-16,2.219,
2016-11-17,2.189,
2016-11-18,2.23,
2016-11-19,2.27,
2016-11-20,2.235,
2016-11-21,2.386,
2016-11-22,2.137,
2016-11-23,2.064,
2016-11-24,1.858,
2016-11-25,1.841,
2016-11-26,1.876,
2016-11-27,1.888,
2016-11-28,1.879,
2016-11-29,2.019,
2016-11-30,2.259,
2016-12-01,2.396,
2016-12-02,2.416,
2016-12-03,2.414,
2016-12-04,2.382,
2016-12-05,2.385,
2016-12-06,2.335,
2016-12-07,2.315,
2016-12-08,2.32,
2016-12-09,2.368,
2016-12-10,2.384,
2016-12-11,2.359,
2016-12-12,2.38,
2016-12-13,2.279,
2016-12-14,2.242,
2016-12-15,2.084,
2016-12-16,2.063,
2016-12-17,2.053,
2016-12-18,2.094,
2016-12-19,2.038,
2016-12-20,1.962,
2016-12-21,2.024,
2016-12-22,2.078,
2016-12-23,1.899,
2016-12-24,2.024,
2016-12-25,2.117,
2016-12-26,2.123,
2016-12-27,2.066,
2016-12-28,2.139,
2016-12-29,2.197,
2016-12-30,2.136,
2016-12-31,2.122,
2017-01-01,2.136,
2017-01-02,2.193,
2017-01-03,2.259,
2017-01-04,2.229,
2017-01-05,2.249,
2017-01-06,2.342,
2017-01-07,2.372,
2017-01-08,2.421,
2017-01-09,2.451,
2017-01-10,2.448,
2017-01-11,2.39,
2017-01-12,2.371,
2017-01-13,2.369,
2017-01-14,2.481,
2017-01-15,2.546,
2017-01-16,2.539,
2017-01-17,2.583,
2017-01-18,2.558,
2017-01-19,2.516,
2017-01-20,2.448,
2017-01-21,2.515,
2017-01-22,2.561,
2017-01-23,2.725,
2017-01-24,2.719,
2017-01-25,2.738,
2017-01-26,2.901,
2017-01-27,2.886,
2017-01-28,2.974,
2017-01-29,2.902,
2017-01-30,2.946,
2017-01-31,2.961,
2017-02-01,2.841,
2017-02-02,2.866,
2017-02-03,2.883,
2017-02-04,2.951,
2017-02-05,2.992,
2017-02-06,2.921,
2017-02-07,2.948,
2017-02-08,2.95,
2017-02-09,2.913,
2017-02-10,2.974,
2017-02-11,3.161,
2017-02-12,3.058,
2017-02-13,3.041,
2017-02-14,3.071,
2017-02-15,2.905,
2017-02-16,2.989,
2017-02-17,2.972,
2017-02-18,2.942,
2017-02-19,2.857,
2017-02-20,2.818,
2017-02-21,2.852,
2017-02-22,2.947,
2017-02-23,2.914,
2017-02-24,2.892,
2017-02-25,3.076,
