date,price,forecast_price
2021-03-06,161.562,
2021-03-07,161.19,
2021-03-08,162.603,
2021-03-09,172.708,
2021-03-10,166.444,
2021-03-11,166.602,
2021-03-12,172.951,
2021-03-13,172.695,
2021-03-14,177.089,
2021-03-15,173.567,
2021-03-16,169.411,
2021-03-17,170.086,
2021-03-18,180.622,
2021-03-19,171.098,
2021-03-20,175.645,
2021-03-21,173.417,
2021-03-22,171.644,
2021-03-23,171.361,
2021-03-24,179.607,
2021-03-25,187.61,
2021-03-26,181.099,
2021-03-27,182.385,
2021-03-28,193.965,
2021-03-29,175.898,
2021-03-30,184.463,
2021-03-31,182.196,
2021-04-01,175.161,
2021-04-02,185.584,
2021-04-03,191.158,
2021-04-04,187.455,
2021-04-05,176.647,
2021-04-06,187.521,
2021-04-07,176.978,
2021-04-08,177.962,
2021-04-09,174.656,
2021-04-10,175.322,
2021-04-11,180.463,
2021-04-12,175.099,
2021-04-13,175.495,
2021-04-14,183.102,
2021-04-15,179.696,
2021-04-16,183.379,
2021-04-17,181.114,
2021-04-18,164.697,
2021-04-19,172.253,
2021-04-20,169.579,
2021-04-21,169.929,
2021-04-22,167.372,
2021-04-23,168.197,
2021-04-24,167.368,
2021-04-25,165.964,
2021-04-26,165.978,
2021-04-27,165.113,
2021-04-28,165.995,
2021-04-29,161.287,
2021-04-30,159.791,
2021-05-01,170.555,
2021-05-02,167.63,
2021-05-03,177.227,
2021-05-04,170.551,
2021-05-05,173.273,
2021-05-06,177.413,
2021-05-07,188.03,
2021-05-08,178.672,
2021-05-09,185.18,
2021-05-10,171.039,
2021-05-11,169.9,
2021-05-12,180.016,
2021-05-13,174.118,
2021-05-14,182.134,
2021-05-15,193.621,
2021-05-16,175.73,
2021-05-17,174.227,
2021-05-18,188.33,
2021-05-19,178.549,
2021-05-20,178.313,
2021-05-21,168.87,
2021-05-22,175.521,
2021-05-23,170.835,
2021-05-24,177.188,
2021-05-25,175.421,
2021-05-26,171.73,
2021-05-27,174.334,
2021-05-28,181.917,
2021-05-29,186.1,
2021-05-30,186.156,
2021-05-31,191.1,
2021-06-01,185.716,
2021-06-02,174.84,
2021-06-03,180.305,
2021-06-04,187.901,
2021-06-05,199.862,
2021-06-06,197.985,
2021-06-07,205.468,
2021-06-08,208.264,
2021-06-09,198.643,
2021-06-10,201.285,
2021-06-11,202.084,
2021-06-12,203.347,
2021-06-13,188.886,
2021-06-14,185.345,
2021-06-15,210.699,
2021-06-16,181.407,
2021-06-17,179.44,
2021-06-18,178.145,
2021-06-19,179.499,
2021-06-20,174.4,
2021-06-21,177.344,
2021-06-22,182.171,
2021-06-23,188.493,
2021-06-24,167.333,
2021-06-25,161.448,
2021-06-26,162.2,
2021-06-27,165.886,
2021-06-28,167.999,
2021-06-29,167.483,
2021-06-30,163.749,
2021-07-01,167.72,
2021-07-02,165.517,
2021-07-03,166.245,
2021-07-04,169.818,
2021-07-05,174.412,
2021-07-06,184.542,
2021-07-07,171.781,
2021-07-08,167.586,
2021-07-09,169.962,
2021-07-10,171.613,
2021-07-11,158.039,
2021-07-12,155.393,
2021-07-13,156.087,
2021-07-14,157.458,
2021-07-15,161.332,
2021-07-16,153.884,
2021-07-17,155.248,
2021-07-18,161.344,
2021-07-19,157.175,
2021-07-20,160.572,
2021-07-21,163.222,
2021-07-22,159.61,
2021-07-23,158.509,
2021-07-24,158.874,
2021-07-25,159.096,
2021-07-26,158.138,
2021-07-27,159.346,
2021-07-28,156.079,
2021-07-29,158.845,
2021-07-30,156.592,
2021-07-31,156.917,
2021-08-01,148.892,
2021-08-02,154.52,
2021-08-03,159.492,
2021-08-04,166.795,
2021-08-05,159.283,
2021-08-06,155.283,
2021-08-07,156.094,
2021-08-08,169.028,
2021-08-09,155.137,
2021-08-10,155.818,
2021-08-11,156.666,
2021-08-12,151.92,
2021-08-13,153.322,
2021-08-14,147.536,
2021-08-15,146.324,
2021-08-16,140.207,
2021-08-17,142.047,
2021-08-18,147.599,
2021-08-19,150.261,
2021-08-20,151.576,
2021-08-21,143.262,
2021-08-22,161.382,
2021-08-23,145.37,
2021-08-24,154.439,
2021-08-25,159.207,
2021-08-26,148.725,
2021-08-27,141.676,
2021-08-28,140.697,
2021-08-29,154.319,
2021-08-30,149.715,
2021-08-31,147.906,
2021-09-01,146.097,
2021-09-02,146.738,
2021-09-03,150.177,
2021-09-04,152.551,
2021-09-05,157.294,
2021-09-06,153.78,
2021-09-07,152.295,
2021-09-08,154.382,
2021-09-09,166.559,
2021-09-10,155.404,
2021-09-11,156.622,
2021-09-12,151.987,
2021-09-13,148.396,
2021-09-14,143.963,
2021-09-15,151.895,
2021-09-16,148.915,
2021-09-17,151.402,
2021-09-18,149.403,
2021-09-19,149.548,
2021-09-20,144.176,
2021-09-21,147.497,
2021-09-22,125.282,
2021-09-23,112.338,
2021-09-24,119.922,
2021-09-25,134.63,
2021-09-26,126.166,
2021-09-27,132.61,
2021-09-28,145.1,
2021-09-29,132.035,
2021-09-30,127.862,
2021-10-01,126.048,
2021-10-02,131.125,
2021-10-03,138.466,
2021-10-04,136.782,
2021-10-05,138.245,
2021-10-06,133.329,
2021-10-07,139.636,
2021-10-08,151.206,
2021-10-09,124.524,
2021-10-10,131.409,
2021-10-11,126.574,
2021-10-12,131.65,
2021-10-13,131.909,
2021-10-14,130.846,
2021-10-15,137.066,
2021-10-16,132.751,
2021-10-17,134.432,
2021-10-18,129.219,
2021-10-19,131.609,
2021-10-20,128.61,
2021-10-21,132.527,
2021-10-22,122.592,
2021-10-23,128.186,
2021-10-24,127.412,
2021-10-25,123.367,
2021-10-26,128.915,
2021-10-27,126.169,
2021-10-28,125.129,
2021-10-29,129.014,
2021-10-30,127.779,
2021-10-31,131.784,
2021-11-01,128.013,
2021-11-02,135.007,
2021-11-03,139.086,
2021-11-04,139.032,
2021-11-05,141.197,
2021-11-06,146.457,
2021-11-07,134.703,
2021-11-08,138.552,
2021-11-09,140.046,
2021-11-10,130.64,
2021-11-11,129.522,
2021-11-12,147.612,
2021-11-13,129.726,
2021-11-14,125.664,
2021-11-15,126.951,
2021-11-16,120.507,
2021-11-17,126.021,
2021-11-18,132.308,
2021-11-19,137.471,
2021-11-20,145.877,
2021-11-21,137.192,
2021-11-22,132.054,
2021-11-23,127.15,
2021-11-24,128.83,
2021-11-25,135.426,
2021-11-26,127.493,
2021-11-27,127.024,
2021-11-28,138.994,
2021-11-29,134.836,
2021-11-30,125.043,
2021-12-01,126.164,
2021-12-02,135.722,
2021-12-03,135.023,
2021-12-04,143.819,
2021-12-05,144.7,
2021-12-06,146.949,
2021-12-07,143.55,
2021-12-08,143.762,
2021-12-09,139.891,
2021-12-10,143.298,
2021-12-11,140.799,
2021-12-12,143.36,
2021-12-13,135.251,
2021-12-14,139.639,
2021-12-15,133.73,
2021-12-16,132.611,
2021-12-17,137.764,
2021-12-18,135.932,
2021-12-19,136.058,
2021-12-20,137.31,
2021-12-21,136.892,
2021-12-22,134.323,
2021-12-23,133.94,
2021-12-24,138.253,
2021-12-25,145.643,
2021-12-26,142.965,
2021-12-27,138.631,
2021-12-28,138.45,
2021-12-29,142.868,
2021-12-30,146.627,
2021-12-31,142.115,
2022-01-01,152.029,
2022-01-02,149.53,
2022-01-03,143.33,
2022-01-04,147.791,
2022-01-05,150.733,
2022-01-06,167.306,
2022-01-07,161.694,
2022-01-08,153.72,
2022-01-09,155.816,
2022-01-10,158.468,
2022-01-11,179.779,
2022-01-12,161.705,
2022-01-13,162.487,
2022-01-14,154.823,
2022-01-15,163.294,
2022-01-16,159.923,
2022-01-17,154.356,
2022-01-18,153.123,
2022-01-19,157.455,
2022-01-20,147.866,
2022-01-21,138.795,
2022-01-22,148.473,
2022-01-23,152.929,
2022-01-24,157.215,
2022-01-25,153.907,
2022-01-26,150.259,
2022-01-27,148.065,
2022-01-28,154.545,
2022-01-29,148.366,
2022-01-30,146.324,
2022-01-31,143.174,
2022-02-01,142.676,
2022-02-02,144.24,
2022-02-03,144.076,
2022-02-04,144.009,
