date,forecast_price
2024-12-14,71.29001281425589
2024-12-15,71.29000983906097
2024-12-16,71.29001052983732
2024-12-17,71.2900103694539
2024-12-18,71.29001040669148
2024-12-19,71.29001039804571
2024-12-20,71.29001040005308
