date,forecast_price
2024-12-14,15.257412949114958
2024-12-15,15.32225493877057
2024-12-16,15.323662338314628
2024-12-17,15.323692886011994
2024-12-18,15.323693549051724
2024-12-19,15.323693563443044
2024-12-20,15.323693563755409
