date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS:GO ban detection,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2006-09-01,0,22,0,86,35,0,24,18,0,2,0,0,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-10-01,0,23,0,87,42,0,29,18,0,1,0,0,8,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01,0,20,0,86,40,0,17,20,0,2,0,0,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-01,0,24,0,91,49,0,13,21,0,1,0,0,12,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2007-01-01,0,24,0,94,40,0,23,22,0,1,0,0,3,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01,0,21,0,93,40,0,24,29,0,1,0,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-01,0,21,0,96,37,0,20,67,0,2,0,0,4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-01,0,19,0,100,32,0,26,25,0,1,0,0,3,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-01,0,19,0,88,39,0,27,24,0,2,0,0,3,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-01,0,19,0,85,36,0,37,26,0,2,0,0,12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,0,21,0,83,41,0,22,26,0,1,0,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01,0,19,0,75,40,0,64,23,0,2,0,0,3,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,0,18,0,75,31,0,25,18,0,2,0,0,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,0,18,0,71,44,0,26,22,0,1,0,0,5,0,0,0,0,39,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01,0,18,0,72,39,0,20,24,0,1,0,0,18,0,0,0,0,28,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,0,20,0,67,46,0,19,25,0,1,0,4,17,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,0,20,0,69,44,0,24,24,0,1,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,0,20,0,67,42,0,23,28,0,1,0,0,4,0,0,0,0,39,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,0,19,0,69,45,0,20,62,0,1,0,0,6,0,0,0,0,35,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,0,17,0,62,41,0,28,25,0,2,0,0,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,0,16,0,61,42,0,16,24,0,1,0,0,4,0,0,0,0,23,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,0,16,0,65,40,0,55,24,0,1,0,0,14,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,16,0,63,45,0,35,26,0,1,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,0,17,0,63,47,0,31,20,0,1,0,3,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2008-09-01,0,14,0,60,45,0,22,15,0,2,0,4,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,0,15,0,58,48,0,23,16,0,1,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,0,15,0,56,40,0,14,16,0,1,0,0,17,0,0,0,0,0,0,22,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,0,15,0,52,50,0,9,18,0,1,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,0,15,0,54,47,0,14,19,0,1,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,0,14,0,52,45,0,14,24,0,2,1,0,4,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,0,14,0,51,42,0,21,60,0,2,0,2,4,0,7,0,0,27,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,11,0,48,39,0,29,25,0,2,0,3,4,0,0,0,0,27,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,0,10,0,47,40,0,22,24,0,1,0,2,4,0,7,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,0,9,0,46,44,0,34,23,0,2,0,3,14,0,6,0,0,28,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,9,0,46,40,0,41,22,0,2,0,0,3,0,5,0,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,0,10,0,47,42,0,53,20,0,1,0,0,4,0,8,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,0,8,0,42,35,0,14,16,0,2,0,0,5,0,5,0,0,20,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,0,8,0,43,34,0,19,17,0,2,0,2,6,0,0,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,0,8,0,41,35,0,24,18,0,2,0,0,25,0,0,0,0,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,0,9,0,40,42,0,14,18,0,2,0,0,6,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,0,9,0,39,39,0,14,19,0,2,0,2,4,0,6,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,0,8,0,39,39,0,17,22,0,2,0,3,4,0,4,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-01,0,8,0,36,30,0,20,61,0,2,0,2,4,0,4,0,0,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,0,6,0,36,32,0,39,26,0,2,0,0,3,0,0,0,0,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,0,6,0,34,32,0,18,22,0,2,0,0,5,0,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,0,7,0,31,36,0,23,23,0,2,0,2,16,0,7,0,0,24,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2010-07-01,0,6,0,29,30,0,31,20,0,1,0,0,3,0,3,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,0,6,0,28,30,0,41,18,0,2,0,0,4,0,5,0,0,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,0,6,0,25,24,0,16,14,0,1,0,2,5,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,0,6,0,25,31,0,17,14,0,2,0,0,7,0,0,0,0,27,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,0,6,0,24,28,0,16,15,0,2,0,2,32,0,0,0,0,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,0,6,0,22,30,0,16,16,0,1,0,2,6,0,3,0,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,0,6,0,21,30,0,15,18,0,1,0,1,4,0,0,0,0,22,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,0,6,0,20,28,0,14,22,0,2,0,0,4,0,3,0,0,31,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,0,5,0,21,27,0,18,57,0,2,0,0,4,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,0,5,0,20,26,0,37,20,0,1,0,1,16,0,0,0,0,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,0,5,0,19,22,0,26,21,0,2,0,2,11,0,3,0,0,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,0,5,0,18,25,0,32,22,0,2,0,0,100,0,0,0,0,13,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,0,5,0,16,27,0,37,19,0,1,0,0,14,0,3,0,0,16,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,1,5,16,17,32,0,36,17,0,1,0,2,11,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,1,4,9,15,23,0,20,13,0,1,0,1,17,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,1,5,10,15,23,0,18,14,0,2,0,0,9,0,2,0,0,36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,1,4,11,15,23,0,14,15,0,1,0,0,61,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011-12-01,2,5,22,14,26,0,18,14,0,1,0,1,9,0,2,0,0,13,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-01-01,2,5,20,13,24,0,14,16,0,1,0,1,5,0,0,0,0,24,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0
2012-02-01,2,5,23,13,24,0,13,21,0,2,0,2,6,0,0,0,0,34,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0
2012-03-01,3,5,27,12,26,0,16,68,0,1,0,2,5,0,0,0,0,38,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0
2012-04-01,3,4,25,11,24,0,34,18,0,1,0,2,14,0,0,0,0,43,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0
2012-05-01,3,4,21,11,17,0,27,23,0,1,0,2,10,0,0,0,0,43,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0
2012-06-01,3,4,22,11,23,0,35,23,0,1,0,1,75,0,0,0,0,24,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2012-07-01,3,4,25,10,23,0,40,21,0,1,0,0,8,0,3,0,0,16,0,3,0,0,0,5,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0
2012-08-01,15,6,100,10,32,0,46,16,0,1,0,1,7,0,4,0,0,20,0,3,0,0,0,14,0,0,0,0,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,38,3,0,0
2012-09-01,9,4,54,10,22,0,20,16,0,1,0,2,21,0,0,0,0,24,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,37,14,0,2
2012-10-01,5,3,31,9,19,0,18,14,0,1,0,0,13,0,4,0,0,38,0,3,0,0,0,9,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,20,4,0,0
2012-11-01,6,4,33,9,17,0,14,15,0,1,0,1,50,0,0,0,0,29,0,3,0,0,0,5,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,20,9,2,0
2012-12-01,6,4,28,8,18,0,12,15,2,1,0,0,6,0,3,0,0,24,0,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,8,0,3
2013-01-01,6,3,23,37,19,0,15,17,35,2,0,1,5,0,2,0,0,28,0,13,0,0,0,8,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,9,0,0,18,8,2,3
2013-02-01,6,3,22,16,26,0,13,21,2,2,0,0,5,0,3,0,0,43,0,6,0,0,0,8,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,8,2,0
2013-03-01,6,3,19,14,18,0,22,57,2,2,0,1,7,0,2,0,0,32,0,5,0,0,0,8,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,4,2,3
2013-04-01,6,2,17,13,15,0,35,22,1,2,0,2,19,0,2,0,0,36,0,4,0,0,0,6,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,3,2,0
2013-05-01,6,2,19,11,15,0,100,23,0,2,0,2,9,0,4,0,0,35,0,3,0,0,0,8,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,100,0,0,0,6,0,0,16,4,3,3
2013-06-01,6,2,16,10,15,0,34,21,0,2,0,1,55,0,3,0,0,23,0,2,0,0,0,8,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,16,12,2,3
2013-07-01,8,2,19,10,16,0,56,20,1,1,0,1,15,0,2,0,0,25,7,3,0,0,0,8,2,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,7,0,0,18,5,4,4
2013-08-01,10,2,19,10,19,0,62,17,1,1,0,1,6,0,2,0,0,23,29,3,0,0,0,15,1,0,0,0,6,5,4,2,3,0,13,0,0,0,0,0,0,0,0,0,0,11,17,0,0,20,6,4,4
