date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS:GO ban detection,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2013-09-01,10,2,16,10,16,0,18,13,1,1,0,2,16,0,0,0,0,26,21,3,0,0,0,7,0,0,1,0,6,8,7,3,3,0,10,0,4,0,0,0,4,0,0,0,0,0,12,0,0,23,7,2,5
2013-10-01,8,2,14,10,13,0,16,13,1,2,0,1,7,0,2,0,0,32,13,3,0,0,0,7,0,0,1,0,6,7,6,4,2,0,8,0,5,0,0,0,0,0,0,0,4,0,9,0,0,15,3,4,5
2013-11-01,10,2,15,10,14,0,15,14,1,2,0,0,50,0,0,0,0,25,14,3,0,0,0,10,0,0,0,0,7,7,6,2,4,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,6,4,5
2013-12-01,17,2,23,9,16,0,15,14,3,1,0,1,16,0,0,15,0,30,32,3,0,0,0,9,0,0,0,0,12,14,13,6,5,0,17,0,7,0,0,0,6,15,0,0,5,11,12,0,0,24,8,6,5
2014-01-01,18,2,21,9,16,0,14,15,3,1,0,1,7,0,3,14,0,29,29,3,0,0,0,11,1,0,0,0,14,18,16,9,6,0,21,0,15,0,0,0,17,0,0,0,8,13,15,14,0,27,11,11,8
2014-02-01,19,2,19,10,15,1,13,19,5,3,0,1,9,0,2,0,0,32,33,3,0,0,0,30,0,0,0,0,12,17,17,10,8,0,21,0,17,0,27,0,13,0,0,0,6,12,22,0,0,25,10,10,7
2014-03-01,24,2,22,9,17,1,17,48,57,4,0,1,8,0,3,22,0,43,35,2,0,0,0,16,0,0,0,0,16,22,21,12,8,0,25,0,17,100,28,0,14,0,0,0,11,17,18,10,0,30,17,10,13
2014-04-01,26,2,20,8,14,0,26,18,2,5,0,2,22,0,5,0,0,40,43,3,0,0,0,15,0,0,1,0,20,27,27,15,13,0,32,36,22,0,21,0,16,23,0,0,11,19,12,10,0,30,20,13,14
2014-05-01,29,1,20,8,14,0,29,22,1,9,0,3,11,0,4,20,0,31,42,3,0,0,0,17,0,0,0,0,22,29,32,13,21,0,31,37,21,0,37,0,20,20,0,0,10,21,20,11,0,33,20,16,15
2014-06-01,27,1,19,7,15,0,22,20,1,20,0,2,58,0,2,28,0,23,30,2,0,0,0,15,0,0,0,0,21,26,27,12,12,0,30,0,19,0,28,0,24,19,0,0,15,27,19,15,0,33,22,15,13
2014-07-01,36,2,23,7,17,0,45,17,1,9,0,7,14,0,3,12,0,21,75,2,0,0,0,46,0,0,0,0,30,36,36,21,22,0,40,56,36,0,29,0,26,25,0,0,15,33,33,0,0,44,21,21,18
2014-08-01,48,1,25,8,19,1,54,15,1,35,0,3,7,0,6,52,0,28,83,2,0,0,0,28,0,0,1,0,43,48,43,28,27,0,58,47,44,0,43,0,30,43,0,0,28,44,40,14,0,53,38,26,28
2014-09-01,44,1,21,7,17,0,17,13,1,11,0,1,22,0,7,24,0,26,53,3,0,0,0,26,0,0,0,0,33,47,42,23,27,0,47,47,45,0,34,0,34,41,0,0,23,36,32,18,0,43,28,20,20
2014-10-01,45,1,21,8,16,0,17,13,1,17,0,1,12,0,3,46,0,31,44,2,19,0,0,31,0,0,0,0,30,46,38,21,27,0,51,0,40,0,49,0,46,38,0,0,25,36,45,22,29,44,29,19,23
2014-11-01,47,1,23,7,18,1,14,13,1,4,0,1,87,0,3,45,0,29,50,2,22,0,0,28,0,0,0,0,32,43,43,23,29,0,51,40,45,70,42,0,87,84,0,0,42,44,46,22,0,45,34,21,22
2014-12-01,60,1,28,7,21,1,17,13,3,4,0,1,16,0,11,45,0,34,56,3,0,0,0,43,0,0,0,0,43,59,54,33,40,0,73,66,60,0,44,0,63,80,0,0,40,46,36,30,0,57,66,29,27
2015-01-01,77,2,29,7,24,2,24,15,3,4,0,1,10,0,8,15,0,30,75,2,0,0,0,41,0,0,1,0,61,88,80,54,75,0,96,87,78,53,59,0,70,73,0,0,49,71,51,36,30,68,64,40,32
2015-02-01,76,1,26,7,20,2,17,18,8,15,0,2,8,0,8,19,0,45,73,1,41,0,0,38,0,0,0,0,55,83,76,45,52,0,97,76,72,84,56,0,76,66,0,0,62,75,56,22,36,71,66,38,43
2015-03-01,82,1,26,6,25,2,20,53,100,54,0,1,10,0,10,68,0,46,78,2,0,0,0,28,0,0,0,0,63,83,75,47,53,0,97,71,83,72,57,3,77,67,0,0,62,71,52,37,49,85,73,39,44
2015-04-01,98,1,25,6,25,1,33,18,2,12,0,1,16,0,9,78,0,40,69,2,0,0,0,83,0,0,1,0,78,96,91,52,69,0,97,99,85,72,63,0,100,80,0,0,72,69,75,24,46,87,93,43,41
2015-05-01,100,1,25,6,23,2,38,20,1,7,0,3,24,0,80,38,70,37,59,2,36,0,0,49,0,0,1,0,82,89,100,60,63,0,97,69,96,61,59,0,97,91,0,0,79,85,71,45,51,99,85,51,48
2015-06-01,97,1,27,6,24,2,32,19,1,28,0,4,47,0,100,64,0,28,60,2,32,0,0,42,0,0,1,0,85,99,88,58,49,0,100,52,99,91,54,0,93,59,0,0,71,80,58,44,56,89,77,48,42
2015-07-01,94,1,24,6,23,2,42,18,1,16,0,6,20,0,88,100,0,27,71,2,61,0,0,39,0,0,0,0,88,98,86,60,41,0,99,79,88,69,61,3,88,100,0,0,76,78,58,45,69,100,82,48,42
2015-08-01,99,1,24,6,23,5,54,18,1,100,0,3,10,0,20,96,57,31,81,2,63,0,0,37,0,0,0,0,88,92,80,60,40,0,93,68,90,94,82,3,89,77,0,0,100,100,57,67,100,94,100,49,48
2015-09-01,97,1,23,6,22,4,18,13,1,18,0,1,28,0,62,32,0,47,73,2,48,0,0,85,0,0,0,0,100,95,98,75,100,0,97,100,100,98,63,7,91,53,0,0,84,73,92,48,72,93,81,47,42
2015-10-01,94,1,22,6,21,9,27,12,1,16,0,1,66,1,65,53,65,38,95,2,25,0,0,46,0,0,0,0,86,100,75,68,51,0,85,77,74,88,100,3,79,47,0,0,92,76,66,57,95,93,80,43,46
2015-11-01,88,1,22,6,22,7,16,13,2,6,0,1,60,0,56,89,0,43,100,2,0,0,0,30,0,0,0,1,76,78,65,59,39,0,80,73,77,84,97,5,71,28,0,0,93,74,73,49,97,86,75,46,40
2015-12-01,97,1,26,6,33,4,16,12,2,8,0,2,13,0,69,65,0,30,64,2,21,0,0,98,0,0,0,0,84,84,65,67,63,0,85,51,81,0,76,3,75,49,0,0,100,49,100,57,90,98,78,45,39
2016-01-01,83,1,19,6,23,6,17,15,5,7,0,1,28,1,15,40,0,44,87,2,34,27,0,36,0,0,0,0,66,76,48,56,30,0,65,43,62,80,60,3,83,40,0,0,85,59,58,46,86,82,61,39,28
2016-02-01,81,1,19,7,22,9,16,19,12,9,0,1,9,0,35,16,0,53,97,2,100,0,0,44,0,0,0,100,69,74,52,77,38,0,63,66,64,55,64,0,79,38,0,0,79,51,61,50,88,90,59,40,27
2016-03-01,77,1,16,6,18,25,22,68,79,9,0,1,10,0,30,40,0,67,90,2,40,0,0,28,0,0,0,21,61,67,42,100,26,0,48,52,65,50,68,4,67,31,0,0,79,77,42,48,72,81,63,37,32
2016-04-01,78,1,16,5,20,20,40,19,2,34,0,3,39,0,25,74,98,51,98,2,30,0,0,25,0,0,0,12,70,78,39,90,31,0,53,65,65,95,69,6,75,43,0,0,88,67,57,62,80,79,81,40,54
2016-05-01,71,1,15,5,19,5,32,22,1,8,0,2,37,0,17,55,62,39,85,2,19,0,0,22,3,0,1,9,62,75,33,77,28,0,46,53,60,58,54,5,81,38,0,0,75,55,37,51,50,67,60,37,38
2016-06-01,74,1,16,5,19,7,42,20,1,32,0,2,24,0,11,53,0,42,73,1,43,0,0,31,0,0,1,11,62,76,36,86,34,0,46,58,48,72,46,5,96,40,0,0,65,53,50,42,48,64,52,31,22
2016-07-01,65,1,15,5,22,12,59,18,1,43,0,6,11,0,7,57,0,28,59,2,18,0,0,22,0,0,1,7,47,53,28,68,19,0,38,44,53,0,42,9,71,42,0,0,73,50,61,30,62,63,56,35,20
2016-08-01,51,1,12,5,16,4,23,14,1,5,0,2,7,0,14,15,0,29,41,1,0,0,0,22,0,0,0,4,32,45,20,39,17,0,27,0,39,0,28,3,57,29,0,0,61,34,41,38,64,46,47,29,18
2016-09-01,50,1,11,5,16,5,21,12,1,10,0,2,11,0,13,24,0,26,54,2,25,0,0,19,0,0,0,2,32,47,18,36,18,0,28,0,32,0,28,4,57,41,0,0,51,39,39,36,44,52,48,27,16
2016-10-01,56,1,12,5,15,5,26,12,1,16,0,1,6,1,11,64,0,34,62,1,0,0,0,21,0,0,0,2,33,53,17,36,19,0,23,0,32,0,25,100,55,20,0,0,55,36,37,38,57,49,45,29,100
2016-11-01,50,1,10,5,14,4,20,12,1,7,0,1,19,0,6,21,0,33,59,1,0,0,0,19,0,0,0,2,39,57,17,29,25,0,27,0,33,0,25,14,56,34,0,0,54,26,39,43,37,42,39,28,18
2016-12-01,56,1,13,5,14,12,16,12,2,5,0,1,6,0,6,63,0,33,56,2,77,0,0,24,0,0,0,2,38,64,17,34,22,0,29,35,36,0,26,15,54,22,0,0,68,41,35,29,30,45,43,30,14
2017-01-01,66,1,13,5,23,89,19,14,4,17,0,1,12,0,12,68,85,39,86,1,23,0,0,20,0,0,0,1,42,72,19,36,24,0,27,41,41,54,35,21,64,54,0,0,80,50,57,41,38,54,57,33,18
2017-02-01,59,1,11,5,17,11,16,19,40,5,0,2,35,0,15,19,0,44,88,2,31,0,0,19,0,0,0,2,43,89,18,38,22,0,32,32,45,0,32,21,64,51,0,0,65,49,52,45,39,57,59,61,31
2017-03-01,59,1,11,5,15,9,23,57,37,5,2,1,7,2,17,57,0,57,72,1,30,0,100,25,0,0,0,2,47,95,18,42,35,0,30,52,45,44,29,17,55,42,0,0,69,42,44,32,35,56,56,35,22
2017-04-01,56,1,10,5,13,9,39,17,1,5,3,2,20,0,12,39,70,54,76,1,20,0,0,17,0,0,0,1,42,92,15,37,26,0,30,48,36,0,33,11,63,31,0,0,63,42,39,31,50,51,58,30,22
2017-05-01,46,1,8,5,13,8,33,21,1,5,3,1,14,0,9,23,0,39,66,1,0,0,0,14,0,0,100,2,32,72,13,29,26,0,24,28,28,0,23,11,38,31,0,0,51,41,29,33,30,46,40,22,17
2017-06-01,39,1,8,4,11,11,27,22,1,6,8,2,17,0,9,48,0,33,62,1,39,0,0,11,0,0,33,2,27,54,11,22,17,0,21,0,26,0,18,7,42,30,0,0,44,31,23,22,29,36,34,20,16
2017-07-01,48,1,8,5,13,62,42,16,1,30,78,6,22,0,13,41,0,40,82,2,35,0,0,12,0,0,17,1,35,63,14,26,18,0,22,0,31,0,29,11,57,19,0,0,57,46,31,27,38,39,48,26,24
2017-08-01,40,1,8,4,11,5,45,13,1,8,1,8,11,0,10,16,0,35,48,1,36,0,0,12,0,0,20,0,30,60,13,21,17,0,21,26,26,0,23,12,45,20,0,0,47,28,32,24,0,32,42,25,15
2017-09-01,37,1,7,4,10,5,22,12,1,15,1,1,19,0,8,17,0,34,47,1,19,0,0,13,0,0,23,1,31,51,12,23,19,0,18,0,27,0,17,10,29,32,0,0,43,29,28,28,0,34,41,21,15
2017-10-01,37,1,7,5,10,5,18,12,1,15,1,1,11,0,8,27,0,32,45,2,23,0,0,14,0,0,11,1,30,45,12,20,15,0,18,0,24,0,17,6,34,20,0,0,46,33,28,24,28,34,40,95,17
2017-11-01,36,1,7,4,11,6,15,13,1,4,1,1,9,0,10,35,0,36,56,1,0,0,0,15,0,0,8,0,32,39,11,21,13,0,16,27,24,0,15,6,35,22,0,0,44,37,25,19,27,34,41,24,14
2017-12-01,39,1,8,4,10,9,14,12,1,8,1,1,13,0,5,33,0,37,47,1,0,0,0,10,0,0,3,1,35,39,13,18,13,0,17,0,24,0,16,8,33,26,0,0,46,30,21,26,28,34,46,24,15
2018-01-01,45,1,8,4,10,99,20,15,5,30,4,1,10,1,8,53,56,38,68,1,18,0,0,9,0,0,3,0,41,45,15,20,15,0,18,0,28,0,25,10,37,29,0,0,58,35,22,31,0,37,58,23,21
2018-02-01,42,1,7,4,10,9,19,21,18,31,1,1,5,1,10,23,0,52,52,0,0,0,0,9,0,0,2,0,43,40,15,18,20,0,18,33,26,0,20,9,34,22,0,0,51,24,26,21,0,34,55,24,17
2018-03-01,34,1,6,4,10,6,27,67,17,6,11,1,5,1,8,21,0,43,42,1,0,0,0,8,0,0,2,0,31,30,12,13,11,0,13,0,23,0,14,7,26,24,0,0,45,22,26,17,22,31,40,16,16
2018-04-01,25,1,5,4,10,5,33,18,1,8,0,1,15,3,6,11,0,39,30,1,19,0,0,5,0,0,2,0,19,22,8,10,6,0,10,0,15,0,10,4,25,17,0,0,30,22,19,27,0,25,32,13,11
2018-05-01,22,0,5,4,10,4,38,22,1,23,0,1,13,1,8,29,0,39,32,1,0,0,0,4,0,0,2,0,14,14,6,8,5,0,8,0,13,0,8,5,27,15,0,0,28,18,20,20,0,20,27,10,10
2018-06-01,21,1,5,3,8,5,26,22,0,12,1,2,19,3,4,21,52,29,34,0,0,0,0,6,0,0,2,0,13,12,5,10,4,0,8,0,13,0,8,6,18,12,0,0,30,17,26,18,27,21,35,13,9
2018-07-01,25,1,5,3,9,9,44,17,1,24,0,4,8,6,5,15,0,26,31,1,0,0,0,6,0,0,2,0,13,12,7,9,4,0,7,0,13,0,9,6,21,17,0,0,33,19,24,14,22,21,30,14,12
2018-08-01,22,1,4,3,8,8,70,15,1,3,0,5,8,5,4,13,0,31,27,1,0,0,0,8,0,0,2,0,14,14,7,18,8,0,7,0,12,0,9,4,15,0,0,0,30,21,17,13,0,20,28,12,8
2018-09-01,23,1,4,3,8,57,100,12,1,13,1,2,12,100,7,24,0,51,43,1,0,0,0,5,0,0,2,0,12,12,7,10,5,0,9,0,14,0,10,5,13,0,0,0,32,32,24,21,0,21,27,12,15
2018-10-01,19,0,4,3,6,4,22,11,2,18,0,1,5,2,7,9,0,43,26,1,0,0,0,5,0,0,2,0,9,9,5,10,4,0,5,0,10,0,7,5,14,16,0,0,26,11,18,9,0,21,26,10,10
2018-11-01,19,1,4,4,7,5,16,14,2,4,0,1,12,1,5,34,0,42,30,1,0,0,0,4,0,0,2,0,9,8,6,10,4,0,7,0,10,0,6,3,13,0,0,0,29,15,15,0,22,20,26,10,9
2018-12-01,28,1,6,3,11,5,17,12,2,4,0,1,9,1,3,17,0,38,29,1,0,0,0,10,0,0,2,0,14,11,7,12,7,0,8,0,13,0,7,7,24,0,0,0,27,19,29,15,0,25,31,12,12
2019-01-01,24,1,4,3,7,10,19,14,8,4,0,1,5,1,5,0,0,41,23,1,0,0,0,4,0,0,2,2,13,11,7,11,6,0,7,0,13,0,9,5,21,13,0,0,31,16,22,16,22,24,34,13,12
2019-02-01,24,1,4,3,7,48,21,19,65,16,0,1,9,1,5,16,0,57,41,1,0,0,0,3,0,0,2,1,12,10,8,11,5,0,5,0,14,0,10,6,13,15,0,0,28,31,17,18,0,21,28,11,11
2019-03-01,25,1,5,3,8,20,35,74,28,6,0,1,5,1,5,40,0,49,35,1,0,0,0,7,0,0,2,0,13,12,7,12,7,0,5,0,13,0,11,7,14,0,0,0,29,25,19,17,0,22,33,11,14
2019-04-01,18,0,3,3,8,5,61,18,1,13,0,2,6,0,5,0,59,44,24,1,0,0,0,4,0,0,2,0,10,10,7,12,4,0,5,0,10,0,8,4,11,0,0,0,19,19,15,10,22,22,24,8,10
2019-05-01,17,0,3,3,7,5,66,21,1,19,0,1,9,0,5,12,55,45,32,1,18,0,0,6,0,0,2,0,9,7,6,10,4,0,5,0,11,0,8,3,12,0,0,0,23,16,17,13,0,16,19,9,10
2019-06-01,18,0,4,3,6,6,42,21,1,16,0,1,14,0,4,34,0,39,29,1,0,0,0,51,0,0,1,1,12,9,6,10,4,0,5,0,8,0,6,6,11,0,0,0,24,22,21,11,0,20,24,68,9
2019-07-01,18,0,4,2,6,13,37,16,1,27,0,10,8,0,3,16,0,33,26,1,0,0,0,55,0,0,1,1,13,8,7,9,4,0,5,0,12,0,7,4,13,0,0,0,24,24,19,11,0,19,22,78,9
2019-08-01,19,0,4,2,6,47,31,14,1,4,0,8,4,1,4,0,0,39,30,1,0,0,0,38,0,0,2,1,13,9,6,10,4,0,4,0,13,0,10,6,9,0,0,0,27,21,16,10,0,19,24,49,11
2019-09-01,19,0,4,3,6,39,21,11,1,21,0,3,11,0,3,19,0,48,29,0,0,0,0,40,0,0,1,1,12,9,7,9,5,0,4,0,10,0,10,4,7,0,0,0,25,30,25,14,0,20,26,49,10
2019-10-01,17,0,3,3,7,5,22,11,1,22,0,1,16,0,4,0,0,51,33,1,0,0,0,21,0,0,2,1,11,8,9,13,6,0,5,0,12,0,11,5,9,0,0,0,23,21,22,10,0,21,28,27,9
2019-11-01,19,0,3,3,8,6,14,14,1,3,0,1,14,0,4,17,0,53,27,1,0,0,0,17,0,0,2,1,12,10,9,18,5,0,5,0,14,0,8,5,10,14,0,0,26,18,24,0,0,17,33,18,10
2019-12-01,20,0,3,3,6,6,14,12,2,4,0,3,8,0,3,37,0,43,25,1,0,0,0,12,0,0,1,0,12,10,8,14,5,0,5,0,15,0,7,7,12,0,0,0,26,14,16,12,0,19,26,19,9
2020-01-01,20,0,4,3,7,6,21,16,6,4,0,11,9,0,7,0,0,46,28,1,0,0,0,9,0,0,2,1,13,11,11,13,6,0,5,0,17,0,11,4,13,11,0,0,27,12,15,0,0,20,39,17,14
2020-02-01,24,0,3,3,7,8,19,18,30,24,0,71,14,0,7,10,0,56,32,1,17,0,0,21,0,0,2,0,14,13,12,16,6,0,6,0,16,0,13,6,12,14,0,0,29,18,14,15,0,20,36,27,12
2020-03-01,29,1,6,2,9,8,20,25,9,10,0,3,3,0,10,9,0,47,47,0,0,0,0,21,0,0,2,1,16,14,15,15,7,0,7,0,23,0,13,6,21,16,0,0,36,28,22,12,0,29,46,29,15
2020-04-01,40,1,7,3,15,8,22,9,1,33,0,3,3,0,7,9,0,69,54,0,0,0,0,34,0,0,3,1,21,20,17,22,11,0,10,37,32,0,18,10,29,26,0,0,54,40,30,17,0,47,66,44,25
2020-05-01,33,1,5,2,12,6,16,8,1,26,0,7,9,0,8,0,0,55,55,1,0,0,0,34,0,0,2,1,21,16,14,21,9,0,8,33,21,0,19,7,20,17,0,0,43,35,25,14,0,31,54,50,22
2020-06-01,25,0,4,2,9,7,16,10,1,12,0,100,8,0,9,22,0,49,53,1,0,0,0,34,0,0,1,1,16,11,11,20,6,0,6,0,22,0,13,6,13,14,0,0,33,26,19,12,0,24,36,43,15
2020-07-01,21,0,4,2,8,5,24,15,1,3,0,6,33,0,5,0,0,40,33,1,0,0,0,30,0,0,1,0,13,10,10,16,5,0,6,0,14,0,12,4,9,0,0,0,31,23,12,10,0,20,31,38,13
2020-08-01,19,0,3,2,7,5,59,11,1,25,0,4,23,0,3,0,0,37,36,1,0,0,0,24,0,0,1,1,12,9,10,17,7,0,4,0,13,0,12,3,13,0,0,0,21,19,15,7,0,19,22,29,11
2020-09-01,17,0,3,2,6,4,36,9,1,8,0,5,27,0,8,0,0,63,35,1,0,0,0,20,0,0,1,0,10,8,8,11,4,0,3,0,12,0,9,4,7,23,0,0,22,15,16,0,0,16,22,26,10
2020-10-01,17,0,3,3,5,4,24,9,0,26,0,28,27,0,6,11,0,60,36,0,0,0,0,12,0,0,1,0,10,8,7,10,4,0,4,0,12,0,10,4,10,0,0,0,22,15,12,9,0,14,22,18,9
2020-11-01,20,0,3,3,6,4,23,8,0,4,0,46,29,0,4,9,0,49,38,0,0,0,0,7,0,0,2,1,10,8,9,11,4,0,4,0,11,0,10,3,12,10,0,0,25,15,16,0,0,17,27,14,11
2020-12-01,23,1,4,2,7,4,17,7,1,2,0,52,43,0,1,13,0,38,36,1,0,0,0,7,0,100,2,1,12,10,11,11,6,0,4,0,17,0,11,5,13,0,0,0,31,19,14,12,0,22,30,16,11
2021-01-01,21,1,4,2,7,5,17,10,1,2,1,82,56,0,5,17,0,45,29,1,0,0,0,8,0,28,2,0,13,11,11,14,6,0,5,0,18,0,12,11,11,0,0,0,28,19,15,10,0,22,34,17,10
2021-02-01,22,0,5,2,7,5,23,11,25,2,0,60,4,0,5,0,0,53,34,0,0,0,0,4,0,25,2,0,13,11,11,15,5,0,4,0,17,0,15,11,11,0,0,0,27,17,15,9,0,22,34,14,11
2021-03-01,21,0,4,2,7,3,38,46,2,2,0,8,3,0,5,0,0,53,32,1,0,0,0,6,0,46,2,0,12,10,12,14,5,0,4,0,17,0,15,8,11,0,0,0,24,11,13,12,0,18,35,14,12
2021-04-01,21,0,4,2,7,5,29,15,1,2,0,51,18,0,5,8,0,55,33,0,0,0,0,10,0,32,1,0,11,10,12,9,5,0,3,22,18,0,18,7,10,10,0,0,23,17,15,0,0,21,32,18,11
2021-05-01,19,0,3,2,6,5,87,19,1,2,0,12,16,0,4,0,0,48,31,0,0,0,0,9,0,14,1,0,10,9,11,11,7,0,3,23,11,0,14,4,11,0,0,0,19,11,18,7,0,19,28,16,10
2021-06-01,14,0,3,2,7,3,35,17,0,22,0,43,3,0,4,0,0,44,25,1,0,0,0,11,0,4,1,0,8,8,10,8,4,0,3,0,11,0,11,2,5,0,0,0,15,0,13,0,0,12,17,13,7
2021-07-01,13,0,3,2,5,4,56,14,1,2,1,4,5,0,4,0,0,44,21,0,0,0,0,9,0,2,1,1,8,6,8,6,3,0,2,0,9,0,9,0,7,0,0,0,17,10,13,0,22,13,20,13,7
2021-08-01,12,0,3,2,5,3,36,11,0,16,0,6,9,0,3,0,0,39,17,0,0,0,0,13,0,3,1,0,8,7,9,7,3,0,2,0,10,0,9,4,6,0,0,0,14,11,12,0,0,11,20,17,7
2021-09-01,13,0,3,2,5,6,39,9,1,2,2,53,3,0,4,0,0,47,23,1,0,0,0,16,100,6,2,0,8,7,9,9,4,0,3,0,6,0,9,0,5,0,0,0,13,7,17,0,0,11,43,20,8
2021-10-01,14,0,3,2,6,42,32,10,1,1,36,19,5,0,3,0,0,58,26,0,0,0,0,11,30,3,1,0,8,6,10,8,3,0,2,0,8,0,13,5,6,0,0,0,14,14,14,0,0,12,25,19,8
2021-11-01,14,0,3,2,6,38,19,12,1,1,42,90,5,0,3,34,0,50,32,1,0,0,0,9,22,2,1,0,8,6,9,6,3,0,2,0,8,0,14,6,5,0,0,0,16,9,18,8,0,12,23,14,8
2021-12-01,13,1,3,2,6,4,24,11,1,1,1,94,2,0,2,12,0,42,22,1,0,0,0,8,23,2,1,0,8,6,9,5,3,0,2,0,8,0,9,5,4,0,0,0,17,8,15,0,0,12,17,14,6
2022-01-01,19,1,4,2,7,5,24,13,2,2,1,72,2,0,6,0,0,63,27,0,0,0,0,26,71,6,2,1,13,10,15,10,7,0,5,0,15,0,14,8,8,0,0,0,26,13,20,0,0,18,33,33,11
2022-02-01,20,1,4,3,9,9,23,16,45,2,6,84,2,1,7,9,0,78,40,0,0,0,0,36,42,4,2,0,12,11,15,10,6,0,4,0,14,0,15,4,7,0,0,0,28,13,29,10,0,19,31,37,12
2022-03-01,18,1,3,3,7,7,43,54,3,2,8,11,2,2,6,0,0,74,38,1,0,0,0,62,7,2,1,0,14,9,16,10,6,0,3,0,14,0,15,4,8,0,0,0,22,12,24,10,0,18,26,55,9
2022-04-01,17,1,3,2,7,21,48,17,1,2,23,28,3,0,5,6,41,82,30,0,13,0,0,72,5,2,1,0,13,9,15,8,5,0,3,0,16,0,16,3,5,0,0,0,19,17,26,8,0,16,23,70,7
2022-05-01,19,1,3,2,6,90,75,18,1,31,100,20,6,1,5,20,100,71,45,0,0,0,0,67,5,2,2,0,16,7,14,16,9,0,3,0,14,0,21,3,6,0,0,0,20,19,40,10,0,15,25,72,11
2022-06-01,16,1,3,2,7,6,47,19,1,3,2,86,13,0,5,20,0,47,32,1,0,0,0,100,5,2,1,0,16,8,13,16,10,0,3,0,11,0,13,2,5,9,0,0,22,11,28,8,0,17,22,100,10
2022-07-01,17,1,3,2,6,6,55,15,1,14,3,9,5,0,3,11,0,46,30,0,12,0,0,88,4,2,1,0,18,9,14,23,16,0,4,0,11,0,16,3,9,0,0,0,17,8,29,41,0,13,21,94,8
2022-08-01,17,0,3,2,8,6,39,13,1,38,41,81,4,0,5,6,0,43,25,1,18,0,0,77,6,2,1,0,18,10,15,18,11,0,3,0,12,0,22,3,9,9,0,0,18,15,25,24,0,16,21,75,6
2022-09-01,15,0,3,2,6,6,31,11,1,2,1,12,5,0,7,7,0,53,28,0,0,0,0,11,5,2,1,1,12,8,11,11,7,0,3,0,12,0,15,2,8,0,0,0,18,10,19,9,0,13,19,14,7
2022-10-01,15,0,2,2,6,19,30,11,1,2,2,23,6,0,5,7,0,64,28,0,11,0,0,5,5,2,1,0,7,5,12,6,4,0,2,0,8,0,13,2,9,0,0,0,19,7,19,0,0,13,17,7,5
2022-11-01,15,0,3,2,7,48,21,13,1,2,2,66,12,1,5,29,84,67,36,0,0,0,0,5,4,2,1,0,8,6,11,5,4,0,2,0,10,0,13,3,7,0,0,0,21,17,25,8,0,13,21,9,8
2022-12-01,13,0,2,2,6,4,18,12,1,1,1,68,6,0,4,0,0,51,19,0,0,0,0,2,3,1,1,0,8,6,12,5,3,0,2,0,8,0,11,2,7,0,0,0,19,0,11,0,0,12,17,6,6
2023-01-01,14,0,3,2,6,5,23,14,3,1,1,83,2,0,5,0,0,56,21,0,0,0,0,4,4,2,1,0,10,8,14,6,5,0,4,0,12,0,12,0,9,0,0,0,19,7,12,0,0,15,24,7,8
2023-02-01,18,1,2,2,8,10,36,19,39,2,1,15,3,0,4,10,0,78,37,0,13,0,0,5,5,3,2,1,13,11,18,8,11,0,4,32,14,0,20,4,9,13,0,0,25,11,15,0,0,16,34,7,9
2023-03-01,24,2,6,15,28,9,50,53,1,2,1,17,4,0,5,22,37,75,26,9,0,0,0,5,7,6,2,1,16,13,26,12,11,0,6,21,20,0,25,6,15,0,0,0,23,17,28,0,0,22,32,11,11
2023-04-01,25,1,3,8,9,25,49,18,1,8,1,34,9,0,6,11,0,70,29,5,0,0,0,5,9,6,3,2,22,19,30,16,17,0,7,32,25,0,44,4,12,0,0,0,24,14,19,8,0,23,36,12,13
2023-05-01,21,1,3,7,8,100,73,20,1,10,2,41,7,1,4,34,72,71,35,4,0,0,0,4,6,4,2,1,15,15,18,12,11,0,4,21,21,0,41,6,8,0,0,0,28,10,21,7,0,20,33,9,12
2023-06-01,16,1,3,11,8,7,50,18,1,2,1,79,10,0,2,13,0,50,22,12,0,0,0,2,4,4,2,1,13,11,15,7,8,0,4,0,13,0,25,5,11,0,0,0,15,8,17,0,0,15,24,5,8
2023-07-01,15,1,3,11,8,6,50,15,1,2,1,100,3,0,3,0,0,54,20,8,0,0,0,0,3,3,1,1,13,10,15,9,7,0,5,0,12,0,22,3,9,0,0,0,17,11,17,0,0,15,23,5,8
2023-08-01,15,1,3,15,11,5,33,13,1,2,1,8,2,0,7,15,47,50,30,12,0,0,0,3,4,2,2,1,11,10,14,8,7,0,4,0,14,0,20,4,5,0,0,0,21,12,17,0,0,14,25,6,9
