date,real_price,predicted_price
2024-12-01,75.1255,102.076805
2024-12-02,73.84700000000001,74.43056
2024-12-03,72.5685,74.8267
2024-12-04,71.29,73.19848
2024-12-05,71.29,66.20143
2024-12-06,71.29,88.84639
2024-12-07,71.29,78.26516
2024-12-08,71.29,88.281654
2024-12-09,71.29,78.94609
2024-12-10,71.29,64.59089
2024-12-11,71.29,81.274765
2024-12-12,71.29,78.94042
2024-12-13,71.29,79.76225
