date,real_price,predicted_price
2024-12-01,256.926,260.51352
2024-12-02,256.926,264.62085
2024-12-03,256.926,272.6924
2024-12-04,256.926,263.14496
2024-12-05,256.926,261.1236
2024-12-06,256.926,262.3151
2024-12-07,256.926,263.69955
2024-12-08,256.926,263.5141
2024-12-09,256.926,263.0759
2024-12-10,256.926,267.5003
2024-12-11,256.926,267.03125
2024-12-12,256.926,263.91745
2024-12-13,256.926,251.0095
