date,real_price,predicted_price
2024-12-01,21.998,22.07748
2024-12-02,21.9215,21.000727
2024-12-03,21.845,18.57714
2024-12-04,21.8325,19.270222
2024-12-05,21.82,17.316933
2024-12-06,22.1136,17.051968
2024-12-07,22.4072,16.132515
2024-12-08,22.7008,16.229977
2024-12-09,22.9944,14.636136
2024-12-10,23.288,14.728504
2024-12-11,23.288,14.087256
2024-12-12,23.288,12.904417
2024-12-13,23.288,13.156964
