ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-12-14,17.49110124799682,15.401800579326018,18.953411412150025,17.49110124799682,17.49110124799682,-0.32693361635975854,-0.32693361635975854,-0.32693361635975854,-0.32693361635975854,-0.32693361635975854,-0.32693361635975854,0.0,0.0,0.0,17.16416763163706
2024-12-15,17.50081411260765,15.45089177463307,18.860098961027404,17.50081411260765,17.50081411260765,-0.35030669285298915,-0.35030669285298915,-0.35030669285298915,-0.35030669285298915,-0.35030669285298915,-0.35030669285298915,0.0,0.0,0.0,17.15050741975466
2024-12-16,17.510526977218472,15.471557893379298,18.86654056989575,17.510526977218472,17.510526977218472,-0.3715126211336945,-0.3715126211336945,-0.3715126211336945,-0.3715126211336945,-0.3715126211336945,-0.3715126211336945,0.0,0.0,0.0,17.13901435608478
2024-12-17,17.52023984182929,15.440108021057398,18.705974874126465,17.52023984182929,17.52023984182929,-0.390055307926321,-0.390055307926321,-0.390055307926321,-0.390055307926321,-0.390055307926321,-0.390055307926321,0.0,0.0,0.0,17.13018453390297
2024-12-18,17.529952706440117,15.51326142832562,18.870062670337532,17.529952706440117,17.529952706440117,-0.40548349493386515,-0.40548349493386515,-0.40548349493386515,-0.40548349493386515,-0.40548349493386515,-0.40548349493386515,0.0,0.0,0.0,17.124469211506252
2024-12-19,17.539665571050943,15.415551433261287,18.860844613677667,17.539665571050943,17.539665571050943,-0.4174003350358893,-0.4174003350358893,-0.4174003350358893,-0.4174003350358893,-0.4174003350358893,-0.4174003350358893,0.0,0.0,0.0,17.122265236015053
2024-12-20,17.54937843566176,15.402556728646733,18.85035353223996,17.54937843566176,17.54937843566176,-0.42547173497546986,-0.42547173497546986,-0.42547173497546986,-0.42547173497546986,-0.42547173497546986,-0.42547173497546986,0.0,0.0,0.0,17.12390670068629
2024-12-21,17.559091300272577,15.377083418518795,18.88477750948237,17.559091300272577,17.559091300272577,-0.4294332931503731,-0.4294332931503731,-0.4294332931503731,-0.4294332931503731,-0.4294332931503731,-0.4294332931503731,0.0,0.0,0.0,17.129658007122202
2024-12-22,17.56880416488341,15.469001555790516,18.828550419018864,17.56880416488341,17.56880416488341,-0.4290956958329217,-0.4290956958329217,-0.4290956958329217,-0.4290956958329217,-0.4290956958329217,-0.4290956958329217,0.0,0.0,0.0,17.13970846905049
2024-12-23,17.57851702949423,15.385666653216282,18.887516495717104,17.57851702949423,17.57851702949423,-0.4243484724642029,-0.4243484724642029,-0.4243484724642029,-0.4243484724642029,-0.4243484724642029,-0.4243484724642029,0.0,0.0,0.0,17.154168557030026
2024-12-24,17.588229894105048,15.365210571199917,19.015028413237562,17.588229894105048,17.588229894105048,-0.4151620496522465,-0.4151620496522465,-0.4151620496522465,-0.4151620496522465,-0.4151620496522465,-0.4151620496522465,0.0,0.0,0.0,17.173067844452802
2024-12-25,17.597942758715877,15.535968564839944,19.018558082786843,17.597942758715877,17.597942758715877,-0.40158808316068734,-0.40158808316068734,-0.40158808316068734,-0.40158808316068734,-0.40158808316068734,-0.40158808316068734,0.0,0.0,0.0,17.19635467555519
2024-12-26,17.6076556233267,15.458269199151315,18.85545212505179,17.6076556233267,17.6076556233267,-0.3837580865312733,-0.3837580865312733,-0.3837580865312733,-0.3837580865312733,-0.3837580865312733,-0.3837580865312733,0.0,0.0,0.0,17.223897536795427
2024-12-27,17.61736848793752,15.440769079092973,18.908112590070242,17.61736848793752,17.61736848793752,-0.36188041308607627,-0.36188041308607627,-0.36188041308607627,-0.36188041308607627,-0.36188041308607627,-0.36188041308607627,0.0,0.0,0.0,17.255488074851442
2024-12-28,17.627081352548345,15.601072699127457,19.017248644598297,17.627081352548345,17.627081352548345,-0.33623568401017623,-0.33623568401017623,-0.33623568401017623,-0.33623568401017623,-0.33623568401017623,-0.33623568401017623,0.0,0.0,0.0,17.290845668538168
2024-12-29,17.63679421715917,15.676794526172943,18.918341212580504,17.63679421715917,17.63679421715917,-0.3071707881884433,-0.3071707881884433,-0.3071707881884433,-0.3071707881884433,-0.3071707881884433,-0.3071707881884433,0.0,0.0,0.0,17.329623428970727
2024-12-30,17.64650708176999,15.651044878559437,18.967514216633926,17.64650708176999,17.64650708176999,-0.2750916087433434,-0.2750916087433434,-0.2750916087433434,-0.2750916087433434,-0.2750916087433434,-0.2750916087433434,0.0,0.0,0.0,17.371415473026648
2024-12-31,17.656219946380805,15.6693306536633,19.24306208607148,17.656219946380805,17.656219946380805,-0.24045465616458175,-0.24045465616458175,-0.24045465616458175,-0.24045465616458175,-0.24045465616458175,-0.24045465616458175,0.0,0.0,0.0,17.415765290216225
2025-01-01,17.665932810991638,15.7485880063141,19.262226434037743,17.665932810991638,17.665932810991638,-0.2037578080422481,-0.2037578080422481,-0.2037578080422481,-0.2037578080422481,-0.2037578080422481,-0.2037578080422481,0.0,0.0,0.0,17.46217500294939
2025-01-02,17.675645675602457,15.885044674980218,19.391841453735502,17.675645675602457,17.675645675602457,-0.16553037035626506,-0.16553037035626506,-0.16553037035626506,-0.16553037035626506,-0.16553037035626506,-0.16553037035626506,0.0,0.0,0.0,17.51011530524619
2025-01-03,17.685358540213276,15.78760534065096,19.271794825138922,17.685358540213276,17.685358540213276,-0.12632268480984096,-0.12632268480984096,-0.12632268480984096,-0.12632268480984096,-0.12632268480984096,-0.12632268480984096,0.0,0.0,0.0,17.559035855403433
2025-01-04,17.695071404824105,15.799711657308364,19.28773318720842,17.695071404824105,17.695071404824105,-0.08669551074646747,-0.08669551074646747,-0.08669551074646747,-0.08669551074646747,-0.08669551074646747,-0.08669551074646747,0.0,0.0,0.0,17.60837589407764
2025-01-05,17.704784269434928,15.955943288572618,19.32999448455248,17.704784269434928,17.704784269434928,-0.04720940882121473,-0.04720940882121473,-0.04720940882121473,-0.04720940882121473,-0.04720940882121473,-0.04720940882121473,0.0,0.0,0.0,17.657574860613714
2025-01-06,17.714497134045747,16.09987194893269,19.465166452833707,17.714497134045747,17.714497134045747,-0.00841434700646188,-0.00841434700646188,-0.00841434700646188,-0.00841434700646188,-0.00841434700646188,-0.00841434700646188,0.0,0.0,0.0,17.706082787039286
