ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-12-14,14.587833355382811,11.153728429010412,16.95474321449476,14.587833355382811,14.587833355382811,-0.4741408963353488,-0.4741408963353488,-0.4741408963353488,-0.4741408963353488,-0.4741408963353488,-0.4741408963353488,0.0,0.0,0.0,14.113692459047462
2024-12-15,14.596115915698052,11.446799413090396,17.04682598365023,14.596115915698052,14.596115915698052,-0.45953094766575825,-0.45953094766575825,-0.45953094766575825,-0.45953094766575825,-0.45953094766575825,-0.45953094766575825,0.0,0.0,0.0,14.136584968032293
2024-12-16,14.604398476013294,11.206340118967022,17.080286079521205,14.604398476013294,14.604398476013294,-0.4416419299806969,-0.4416419299806969,-0.4416419299806969,-0.4416419299806969,-0.4416419299806969,-0.4416419299806969,0.0,0.0,0.0,14.162756546032597
2024-12-17,14.612681036328537,11.388006148014973,17.120566928867735,14.612681036328537,14.612681036328537,-0.4207647203555263,-0.4207647203555263,-0.4207647203555263,-0.4207647203555263,-0.4207647203555263,-0.4207647203555263,0.0,0.0,0.0,14.19191631597301
2024-12-18,14.620963596643774,11.518794229444813,17.094402711956295,14.620963596643774,14.620963596643774,-0.3972501971058617,-0.3972501971058617,-0.3972501971058617,-0.3972501971058617,-0.3972501971058617,-0.3972501971058617,0.0,0.0,0.0,14.223713399537912
2024-12-19,14.629246156959015,11.43194347880753,17.210307976744375,14.629246156959015,14.629246156959015,-0.3714993646582101,-0.3714993646582101,-0.3714993646582101,-0.3714993646582101,-0.3714993646582101,-0.3714993646582101,0.0,0.0,0.0,14.257746792300805
2024-12-20,14.637528717274252,11.485208576638831,17.12471146782089,14.637528717274252,14.637528717274252,-0.34395225688488185,-0.34395225688488185,-0.34395225688488185,-0.34395225688488185,-0.34395225688488185,-0.34395225688488185,0.0,0.0,0.0,14.293576460389371
2024-12-21,14.645811277589495,11.214343192406957,17.07551332354101,14.645811277589495,14.645811277589495,-0.31507594900736385,-0.31507594900736385,-0.31507594900736385,-0.31507594900736385,-0.31507594900736385,-0.31507594900736385,0.0,0.0,0.0,14.330735328582131
2024-12-22,14.654093837904735,11.54236599572404,17.253194223934113,14.654093837904735,14.654093837904735,-0.2853520288277451,-0.2853520288277451,-0.2853520288277451,-0.2853520288277451,-0.2853520288277451,-0.2853520288277451,0.0,0.0,0.0,14.36874180907699
2024-12-23,14.662376398219978,11.55955073029939,17.181108383484386,14.662376398219978,14.662376398219978,-0.2552638883285626,-0.2552638883285626,-0.2552638883285626,-0.2552638883285626,-0.2552638883285626,-0.2552638883285626,0.0,0.0,0.0,14.407112509891416
2024-12-24,14.67065895853522,11.283882621895618,17.36302319519627,14.67065895853522,14.67065895853522,-0.22528419642980785,-0.22528419642980785,-0.22528419642980785,-0.22528419642980785,-0.22528419642980785,-0.22528419642980785,0.0,0.0,0.0,14.445374762105413
2024-12-25,14.678941518850463,11.443067865449263,17.29685483067368,14.678941518850463,14.678941518850463,-0.19586290304617943,-0.19586290304617943,-0.19586290304617943,-0.19586290304617943,-0.19586290304617943,-0.19586290304617943,0.0,0.0,0.0,14.483078615804283
2024-12-26,14.687224079165704,11.610030544218823,17.240185939945906,14.687224079165704,14.687224079165704,-0.16741610400249235,-0.16741610400249235,-0.16741610400249235,-0.16741610400249235,-0.16741610400249235,-0.16741610400249235,0.0,0.0,0.0,14.51980797516321
2024-12-27,14.695506639480941,11.716938463777772,17.348958407813175,14.695506639480941,14.695506639480941,-0.1403160665715367,-0.1403160665715367,-0.1403160665715367,-0.1403160665715367,-0.1403160665715367,-0.1403160665715367,0.0,0.0,0.0,14.555190572909405
2024-12-28,14.703789199796184,11.768867858228157,17.75276149021684,14.703789199796184,14.703789199796184,-0.11488267738076594,-0.11488267738076594,-0.11488267738076594,-0.11488267738076594,-0.11488267738076594,-0.11488267738076594,0.0,0.0,0.0,14.588906522415417
2024-12-29,14.712071760111424,11.752548953082565,17.704337505422863,14.712071760111424,14.712071760111424,-0.09137652941393194,-0.09137652941393194,-0.09137652941393194,-0.09137652941393194,-0.09137652941393194,-0.09137652941393194,0.0,0.0,0.0,14.620695230697493
2024-12-30,14.720354320426667,11.752792467771949,17.48730554242343,14.720354320426667,14.720354320426667,-0.06999381422129926,-0.06999381422129926,-0.06999381422129926,-0.06999381422129926,-0.06999381422129926,-0.06999381422129926,0.0,0.0,0.0,14.650360506205368
2024-12-31,14.72863688074191,11.765251403938585,17.398981081895464,14.72863688074191,14.72863688074191,-0.05086313079286185,-0.05086313079286185,-0.05086313079286185,-0.05086313079286185,-0.05086313079286185,-0.05086313079286185,0.0,0.0,0.0,14.677773749949047
2025-01-01,14.736919441057152,11.729566731040999,17.79828228952179,14.736919441057152,14.736919441057152,-0.03404426549546751,-0.03404426549546751,-0.03404426549546751,-0.03404426549546751,-0.03404426549546751,-0.03404426549546751,0.0,0.0,0.0,14.702875175561685
2025-01-02,14.745202001372393,11.854584037752378,17.628956678826533,14.745202001372393,14.745202001372393,-0.0195289397309025,-0.0195289397309025,-0.0195289397309025,-0.0195289397309025,-0.0195289397309025,-0.0195289397309025,0.0,0.0,0.0,14.72567306164149
2025-01-03,14.753484561687635,11.892357237577842,17.534304843377097,14.753484561687635,14.753484561687635,-0.007243465232269996,-0.007243465232269996,-0.007243465232269996,-0.007243465232269996,-0.007243465232269996,-0.007243465232269996,0.0,0.0,0.0,14.746241096455366
2025-01-04,14.761767122002867,12.006660609898267,17.784516697366243,14.761767122002867,14.761767122002867,0.002946807180685557,0.002946807180685557,0.002946807180685557,0.002946807180685557,0.002946807180685557,0.002946807180685557,0.0,0.0,0.0,14.764713929183554
2025-01-05,14.770049682318108,11.742055424831438,17.687720060289067,14.770049682318108,14.770049682318108,0.011231409458167961,0.011231409458167961,0.011231409458167961,0.011231409458167961,0.011231409458167961,0.011231409458167961,0.0,0.0,0.0,14.781281091776275
2025-01-06,14.77833224263335,11.961220111352437,17.886177331451087,14.77833224263335,14.77833224263335,0.017847257164928385,0.017847257164928385,0.017847257164928385,0.017847257164928385,0.017847257164928385,0.017847257164928385,0.0,0.0,0.0,14.79617949979828
2025-01-07,14.786614802948593,11.596484130218947,17.735022276596904,14.786614802948593,14.786614802948593,0.023069975167867806,0.023069975167867806,0.023069975167867806,0.023069975167867806,0.023069975167867806,0.023069975167867806,0.0,0.0,0.0,14.809684778116461
2025-01-08,14.794897363263834,11.870528615550493,17.580843132042315,14.794897363263834,14.794897363263834,0.027204323695328367,0.027204323695328367,0.027204323695328367,0.027204323695328367,0.027204323695328367,0.027204323695328367,0.0,0.0,0.0,14.822101686959162
2025-01-09,14.803179923579076,11.920456705720493,17.766660535009184,14.803179923579076,14.803179923579076,0.030574021390416723,0.030574021390416723,0.030574021390416723,0.030574021390416723,0.030574021390416723,0.030574021390416723,0.0,0.0,0.0,14.833753944969493
2025-01-10,14.811462483894319,11.998402012530718,17.945920395015236,14.811462483894319,14.811462483894319,0.03351127401558401,0.03351127401558401,0.03351127401558401,0.03351127401558401,0.03351127401558401,0.03351127401558401,0.0,0.0,0.0,14.844973757909903
2025-01-11,14.819745044209562,12.075940658754833,17.599673314474785,14.819745044209562,14.819745044209562,0.03634632021498621,0.03634632021498621,0.03634632021498621,0.03634632021498621,0.03634632021498621,0.03634632021498621,0.0,0.0,0.0,14.856091364424548
2025-01-12,14.828027604524802,12.017940919140194,17.609203853561837,14.828027604524802,14.828027604524802,0.03939729927472683,0.03939729927472683,0.03939729927472683,0.03939729927472683,0.03939729927472683,0.03939729927472683,0.0,0.0,0.0,14.86742490379953
2025-01-13,14.83631016484004,12.106829559733834,17.807347829445074,14.83631016484004,14.83631016484004,0.04296073046817178,0.04296073046817178,0.04296073046817178,0.04296073046817178,0.04296073046817178,0.04296073046817178,0.0,0.0,0.0,14.879270895308212
2025-01-14,14.844592725155282,12.009701511674479,17.819108731823057,14.844592725155282,14.844592725155282,0.04730286992390944,0.04730286992390944,0.04730286992390944,0.04730286992390944,0.04730286992390944,0.04730286992390944,0.0,0.0,0.0,14.891895595079191
2025-01-15,14.852875285470525,12.028219725283808,17.83662157326765,14.852875285470525,14.852875285470525,0.05265217985404103,0.05265217985404103,0.05265217985404103,0.05265217985404103,0.05265217985404103,0.05265217985404103,0.0,0.0,0.0,14.905527465324566
2025-01-16,14.861157845785765,12.04316291213497,17.676129375751444,14.861157845785765,14.861157845785765,0.05919310745702716,0.05919310745702716,0.05919310745702716,0.05919310745702716,0.05919310745702716,0.05919310745702716,0.0,0.0,0.0,14.920350953242792
2025-01-17,14.869440406101008,12.051978517478199,17.889742154575554,14.869440406101008,14.869440406101008,0.06706132809527644,0.06706132809527644,0.06706132809527644,0.06706132809527644,0.06706132809527644,0.06706132809527644,0.0,0.0,0.0,14.936501734196284
2025-01-18,14.87772296641625,11.918290773631565,17.848836501080857,14.87772296641625,14.87772296641625,0.07634056079323627,0.07634056079323627,0.07634056079323627,0.07634056079323627,0.07634056079323627,0.07634056079323627,0.0,0.0,0.0,14.954063527209486
2025-01-19,14.886005526731491,12.345831051078306,17.72503324768125,14.886005526731491,14.886005526731491,0.08706101516979117,0.08706101516979117,0.08706101516979117,0.08706101516979117,0.08706101516979117,0.08706101516979117,0.0,0.0,0.0,14.973066541901282
2025-01-20,14.894288087046734,11.882984903363946,17.91354007990282,14.894288087046734,14.894406805897635,0.0991994791038478,0.0991994791038478,0.0991994791038478,0.0991994791038478,0.0991994791038478,0.0991994791038478,0.0,0.0,0.0,14.993487566150582
2025-01-21,14.902570647361976,12.246735049274998,17.91976745408409,14.902570647361976,14.902725734278032,0.11268100725525856,0.11268100725525856,0.11268100725525856,0.11268100725525856,0.11268100725525856,0.11268100725525856,0.0,0.0,0.0,15.015251654617234
2025-01-22,14.910853207677206,12.181550874319033,18.128889957329736,14.910853207677206,14.91120036275118,0.1273821234847035,0.1273821234847035,0.1273821234847035,0.1273821234847035,0.1273821234847035,0.1273821234847035,0.0,0.0,0.0,15.03823533116191
2025-01-23,14.919135767992449,12.093835294987949,18.04301932886571,14.919135767992449,14.919603805638534,0.1431354066289178,0.1431354066289178,0.1431354066289178,0.1431354066289178,0.1431354066289178,0.1431354066289178,0.0,0.0,0.0,15.062271174621367
2025-01-24,14.927418328307692,12.209267183037207,17.90039021065409,14.927222294663164,14.927906195839393,0.1597352902442513,0.1597352902442513,0.1597352902442513,0.1597352902442513,0.1597352902442513,0.1597352902442513,0.0,0.0,0.0,15.087153618551943
2025-01-25,14.935700888622934,12.208254826006302,17.928058842914602,14.935185188584475,14.936401396939875,0.1769448739360934,0.1769448739360934,0.1769448739360934,0.1769448739360934,0.1769448739360934,0.1769448739360934,0.0,0.0,0.0,15.112645762559028
2025-01-26,14.943983448938175,12.297414104530315,18.01476585201955,14.94334996312547,14.944717493034043,0.1945035176468429,0.1945035176468429,0.1945035176468429,0.1945035176468429,0.1945035176468429,0.1945035176468429,0.0,0.0,0.0,15.138486966585019
2025-01-27,14.952266009253417,12.35940508528344,17.818255461867818,14.951248287578785,14.953322695078185,0.21213497146488466,0.21213497146488466,0.21213497146488466,0.21213497146488466,0.21213497146488466,0.21213497146488466,0.0,0.0,0.0,15.164400980718302
2025-01-28,14.96054856956866,12.415733431261394,17.93416313053236,14.959131383901335,14.962242119178065,0.22955578259973017,0.22955578259973017,0.22955578259973017,0.22955578259973017,0.22955578259973017,0.22955578259973017,0.0,0.0,0.0,15.19010435216839
2025-01-29,14.968831129883903,12.507503732209818,18.293705890042407,14.967057287369071,14.970658581934961,0.2464837183387447,0.2464837183387447,0.2464837183387447,0.2464837183387447,0.2464837183387447,0.2464837183387447,0.0,0.0,0.0,15.215314848222647
2025-01-30,14.977113690199138,12.402345962783036,18.322837645991857,14.975064431249933,14.979366705603045,0.2626459490195951,0.2626459490195951,0.2626459490195951,0.2626459490195951,0.2626459490195951,0.2626459490195951,0.0,0.0,0.0,15.239759639218732
2025-01-31,14.98539625051438,12.183843187346477,18.127110527129958,14.983141608853801,14.988067756592136,0.27778674802281855,0.27778674802281855,0.27778674802281855,0.27778674802281855,0.27778674802281855,0.27778674802281855,0.0,0.0,0.0,15.263182998537198
2025-02-01,14.993678810829623,12.531741053530663,18.13903678638718,14.991086003296749,14.996856467152462,0.2916744859874063,0.2916744859874063,0.2916744859874063,0.2916744859874063,0.2916744859874063,0.2916744859874063,0.0,0.0,0.0,15.285353296817028
2025-02-02,15.001961371144864,12.38509263571491,18.222215654731123,14.999057432489309,15.005406963001004,0.30410772313666307,0.30410772313666307,0.30410772313666307,0.30410772313666307,0.30410772313666307,0.30410772313666307,0.0,0.0,0.0,15.306069094281527
2025-02-03,15.010243931460106,12.491230155589102,18.12623228353185,15.006956625069995,15.013817492719774,0.314920235842358,0.314920235842358,0.314920235842358,0.314920235842358,0.314920235842358,0.314920235842358,0.0,0.0,0.0,15.325164167302464
2025-02-04,15.018526491775349,12.277567287262848,18.165088729956626,15.014864596000871,15.022820433261215,0.3239848502635746,0.3239848502635746,0.3239848502635746,0.3239848502635746,0.3239848502635746,0.3239848502635746,0.0,0.0,0.0,15.342511342038923
2025-02-05,15.026809052090591,12.441881897800018,18.07500596862415,15.022646130416899,15.031323013972647,0.3312159958599578,0.3312159958599578,0.3312159958599578,0.3312159958599578,0.3312159958599578,0.3312159958599578,0.0,0.0,0.0,15.35802504795055
2025-02-06,15.035091612405832,12.362900283631038,18.23144586811719,15.030573918534316,15.04027538899108,0.3365709335019268,0.3365709335019268,0.3365709335019268,0.3365709335019268,0.3365709335019268,0.3365709335019268,0.0,0.0,0.0,15.371662545907759
2025-02-07,15.043374172721075,12.681217167429665,18.210457098317697,15.03837620222578,15.0494207215585,0.34004965544357113,0.34004965544357113,0.34004965544357113,0.34004965544357113,0.34004965544357113,0.34004965544357113,0.0,0.0,0.0,15.383423828164647
