ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-13,80.55687862834628,46.261593135697844,89.07430188257631,78.50011793647657,82.5880833491183,-12.083574631913631,-12.083574631913631,-12.083574631913631,-12.083574631913631,-12.083574631913631,-12.083574631913631,0.0,0.0,0.0,68.47330399643265
2025-01-14,80.60653845869334,48.956455578377714,92.27893375229802,78.41362639710542,82.70926983545553,-10.976143495510538,-10.976143495510538,-10.976143495510538,-10.976143495510538,-10.976143495510538,-10.976143495510538,0.0,0.0,0.0,69.6303949631828
2025-01-15,80.65619828904038,48.62576584421306,91.60574992591374,78.34406038929589,82.94216471082407,-9.874570029696967,-9.874570029696967,-9.874570029696967,-9.874570029696967,-9.874570029696967,-9.874570029696967,0.0,0.0,0.0,70.7816282593434
2025-01-16,80.70585811938743,49.339188446943695,94.23527080748038,78.23417176346818,83.14622252464224,-8.80754216515705,-8.80754216515705,-8.80754216515705,-8.80754216515705,-8.80754216515705,-8.80754216515705,0.0,0.0,0.0,71.89831595423038
2025-01-17,80.75551794973448,52.34478509676989,95.31809942242054,78.14410436602991,83.4085300378223,-7.804438281052065,-7.804438281052065,-7.804438281052065,-7.804438281052065,-7.804438281052065,-7.804438281052065,0.0,0.0,0.0,72.95107966868241
2025-01-18,80.80517778008154,53.3326505322373,96.52723542585596,78.01298742511368,83.6414573734841,-6.894679034507442,-6.894679034507442,-6.894679034507442,-6.894679034507442,-6.894679034507442,-6.894679034507442,0.0,0.0,0.0,73.91049874557409
2025-01-19,80.85483761042858,51.4144521974001,94.52723254254667,77.88810250358907,83.83246087811874,-6.107052827846912,-6.107052827846912,-6.107052827846912,-6.107052827846912,-6.107052827846912,-6.107052827846912,0.0,0.0,0.0,74.74778478258166
2025-01-20,80.90449744077564,53.73042082493608,96.09803278758255,77.83362776649325,84.05573247822517,-5.469030468744924,-5.469030468744924,-5.469030468744924,-5.469030468744924,-5.469030468744924,-5.469030468744924,0.0,0.0,0.0,75.43546697203072
2025-01-21,80.9541572711227,53.742633500678124,97.18559653273921,77.72721277948183,84.2423917831682,-5.006085334408104,-5.006085334408104,-5.006085334408104,-5.006085334408104,-5.006085334408104,-5.006085334408104,0.0,0.0,0.0,75.9480719367146
2025-01-22,81.00381710146974,54.18272470535518,98.47460675378969,77.58019672445445,84.43018007158133,-4.741035708379332,-4.741035708379332,-4.741035708379332,-4.741035708379332,-4.741035708379332,-4.741035708379332,0.0,0.0,0.0,76.2627813930904
2025-01-23,81.05347693181679,53.31271041006525,97.59411006911469,77.35351962421782,84.59283848638069,-4.69342589819803,-4.69342589819803,-4.69342589819803,-4.69342589819803,-4.69342589819803,-4.69342589819803,0.0,0.0,0.0,76.36005103361876
2025-01-24,81.10313676216383,55.03376126734123,96.96557016915835,77.25075914905256,84.78696122682751,-4.878962255044853,-4.878962255044853,-4.878962255044853,-4.878962255044853,-4.878962255044853,-4.878962255044853,0.0,0.0,0.0,76.22417450711897
2025-01-25,81.15279659251088,54.33645633782097,98.85465547455415,77.1444569890824,85.00148493927064,-5.3090193052764105,-5.3090193052764105,-5.3090193052764105,-5.3090193052764105,-5.3090193052764105,-5.3090193052764105,0.0,0.0,0.0,75.84377728723447
2025-01-26,81.20245642285792,53.10739245786528,97.20086208520107,77.04161778725691,85.17718009431212,-5.990229882118413,-5.990229882118413,-5.990229882118413,-5.990229882118413,-5.990229882118413,-5.990229882118413,0.0,0.0,0.0,75.21222654073951
2025-01-27,81.25211625320497,51.910510199359415,96.29013946796957,76.8898306450013,85.39012833076397,-6.924171438613155,-6.924171438613155,-6.924171438613155,-6.924171438613155,-6.924171438613155,-6.924171438613155,0.0,0.0,0.0,74.32794481459182
2025-01-28,81.30177608355206,51.48405834437814,95.60774495071125,76.68364436083196,85.58468304945336,-8.107158666002126,-8.107158666002126,-8.107158666002126,-8.107158666002126,-8.107158666002126,-8.107158666002126,0.0,0.0,0.0,73.19461741754994
2025-01-29,81.3514359138991,48.77433607070621,93.44382225899999,76.53178488422624,85.78431157040156,-9.530150180657879,-9.530150180657879,-9.530150180657879,-9.530150180657879,-9.530150180657879,-9.530150180657879,0.0,0.0,0.0,71.82128573324121
2025-01-30,81.40109574424615,47.382258822971345,90.8604890356856,76.51748269056243,86.07863128529974,-11.178774431833482,-11.178774431833482,-11.178774431833482,-11.178774431833482,-11.178774431833482,-11.178774431833482,0.0,0.0,0.0,70.22232131241267
2025-01-31,81.4507555745932,45.381461598598186,90.36736807402639,76.38423866791638,86.30936698451639,-13.033477184351026,-13.033477184351026,-13.033477184351026,-13.033477184351026,-13.033477184351026,-13.033477184351026,0.0,0.0,0.0,68.41727839024217
2025-02-01,81.50041540494024,44.352236937909574,88.86795299824935,76.30881231604886,86.51645110783058,-15.069790012800828,-15.069790012800828,-15.069790012800828,-15.069790012800828,-15.069790012800828,-15.069790012800828,0.0,0.0,0.0,66.43062539213942
2025-02-02,81.5500752352873,41.65712506236725,87.83300229554877,76.20337792251992,86.85173112027505,-17.25871627975649,-17.25871627975649,-17.25871627975649,-17.25871627975649,-17.25871627975649,-17.25871627975649,0.0,0.0,0.0,64.2913589555308
2025-02-03,81.59973506563433,37.59509239988805,84.7498103606454,76.0855572380903,87.0704848764564,-19.567228134679354,-19.567228134679354,-19.567228134679354,-19.567228134679354,-19.567228134679354,-19.567228134679354,0.0,0.0,0.0,62.03250693095498
2025-02-04,81.64939489598139,35.790303601461574,84.06266730256904,75.9251661457573,87.25094258864678,-21.958865238877692,-21.958865238877692,-21.958865238877692,-21.958865238877692,-21.958865238877692,-21.958865238877692,0.0,0.0,0.0,59.690529657103696
2025-02-05,81.69905472632844,34.35852411745261,80.27409882141141,75.83272442454304,87.53953499664046,-24.394423268397862,-24.394423268397862,-24.394423268397862,-24.394423268397862,-24.394423268397862,-24.394423268397862,0.0,0.0,0.0,57.30463145793058
2025-02-06,81.7487145566755,31.628558439703163,78.60519703616066,75.72243590234194,87.77050338298238,-26.832717842855434,-26.832717842855434,-26.832717842855434,-26.832717842855434,-26.832717842855434,-26.832717842855434,0.0,0.0,0.0,54.915996713820064
2025-02-07,81.79837438702256,28.885848198525295,75.17522278867393,75.60800056007825,88.00026728326002,-29.23140743864555,-29.23140743864555,-29.23140743864555,-29.23140743864555,-29.23140743864555,-29.23140743864555,0.0,0.0,0.0,52.566966948377015
2025-02-08,81.8480342173696,27.20708451314269,72.22292330501809,75.41652204722658,88.22951006686556,-31.54785712826159,-31.54785712826159,-31.54785712826159,-31.54785712826159,-31.54785712826159,-31.54785712826159,0.0,0.0,0.0,50.30017708910801
2025-02-09,81.89769404771666,23.73525745551638,69.85641495881518,75.35765067570513,88.48708606842368,-33.74002369334184,-33.74002369334184,-33.74002369334184,-33.74002369334184,-33.74002369334184,-33.74002369334184,0.0,0.0,0.0,48.157670354374815
2025-02-10,81.9473538780637,22.202639038928222,69.5576101335533,75.26723459022672,88.71872358270447,-35.767341826130604,-35.767341826130604,-35.767341826130604,-35.767341826130604,-35.767341826130604,-35.767341826130604,0.0,0.0,0.0,46.18001205193309
2025-02-11,81.99701370841075,21.083267089429437,70.3251134328315,75.09931833161289,88.9508071563766,-37.591590791242496,-37.591590791242496,-37.591590791242496,-37.591590791242496,-37.591590791242496,-37.591590791242496,0.0,0.0,0.0,44.40542291716825
2025-02-12,82.04667353875779,19.12494809748176,66.85663739335219,74.74034087081981,89.2055380600846,-39.17772108150157,-39.17772108150157,-39.17772108150157,-39.17772108150157,-39.17772108150157,-39.17772108150157,0.0,0.0,0.0,42.86895245725621
2025-02-13,82.09633336910484,17.959392025145817,64.49028567307018,74.61006812306739,89.5430916428542,-40.49462127178654,-40.49462127178654,-40.49462127178654,-40.49462127178654,-40.49462127178654,-40.49462127178654,0.0,0.0,0.0,41.6017120973183
2025-02-14,82.14599319945191,16.18722478044263,62.40728500095827,74.3560910997221,89.7313802060095,-41.51580644293857,-41.51580644293857,-41.51580644293857,-41.51580644293857,-41.51580644293857,-41.51580644293857,0.0,0.0,0.0,40.63018675651334
2025-02-15,82.19565302979895,14.787156190112878,62.26196880595214,74.13029914700132,89.97452845300086,-42.2200111903343,-42.2200111903343,-42.2200111903343,-42.2200111903343,-42.2200111903343,-42.2200111903343,0.0,0.0,0.0,39.97564183946465
2025-02-16,82.245312860146,15.89514627046258,61.849744234514496,73.83116002994274,90.26175174120279,-42.59167231372255,-42.59167231372255,-42.59167231372255,-42.59167231372255,-42.59167231372255,-42.59167231372255,0.0,0.0,0.0,39.65364054642345
2025-02-17,82.29497269049304,14.737546944252145,62.380435790886544,73.57635258295717,90.53650199418443,-42.621288758658324,-42.621288758658324,-42.621288758658324,-42.621288758658324,-42.621288758658324,-42.621288758658324,0.0,0.0,0.0,39.67368393183472
2025-02-18,82.3446325208401,14.673903588234325,64.39011619692586,73.42028285384406,90.81125224716607,-42.305649187794636,-42.305649187794636,-42.305649187794636,-42.305649187794636,-42.305649187794636,-42.305649187794636,0.0,0.0,0.0,40.03898333304546
2025-02-19,82.39429235118716,16.339786050308145,63.43650977689623,73.02753661276407,91.18145378235081,-41.647920635352044,-41.647920635352044,-41.647920635352044,-41.647920635352044,-41.647920635352044,-41.647920635352044,0.0,0.0,0.0,40.74637171583512
2025-02-20,82.4439521815342,18.153833684531115,66.53434629272874,72.87082329332975,91.49588692239175,-40.65759496587723,-40.65759496587723,-40.65759496587723,-40.65759496587723,-40.65759496587723,-40.65759496587723,0.0,0.0,0.0,41.78635721565697
2025-02-21,82.49361201188125,18.01239897192629,66.98293049140275,72.78813749229288,91.73387482666955,-39.350293238815134,-39.350293238815134,-39.350293238815134,-39.350293238815134,-39.350293238815134,-39.350293238815134,0.0,0.0,0.0,43.14331877306612
2025-02-22,82.5432718422283,20.175498107448036,68.86319546987242,72.57665324351672,92.05444821008993,-37.74743148977316,-37.74743148977316,-37.74743148977316,-37.74743148977316,-37.74743148977316,-37.74743148977316,0.0,0.0,0.0,44.79584035245513
2025-02-23,82.59293167257535,23.43314545084039,72.22025511625179,72.42654210475631,92.39944546630959,-35.87575479263422,-35.87575479263422,-35.87575479263422,-35.87575479263422,-35.87575479263422,-35.87575479263422,0.0,0.0,0.0,46.71717687994113
2025-02-24,82.64259150292239,23.41293835270764,73.34154591226466,72.25785141390112,92.6840647630814,-33.766749679066,-33.766749679066,-33.766749679066,-33.766749679066,-33.766749679066,-33.766749679066,0.0,0.0,0.0,48.87584182385638
2025-02-25,82.69225133326944,26.542260468376877,75.67252565192263,72.08932837581459,92.9283573256385,-31.455947982651196,-31.455947982651196,-31.455947982651196,-31.455947982651196,-31.455947982651196,-31.455947982651196,0.0,0.0,0.0,51.23630335061824
2025-02-26,82.7419111636165,27.3796141848377,76.59700076493205,71.76956683646539,93.20847881918685,-28.982137866545635,-28.982137866545635,-28.982137866545635,-28.982137866545635,-28.982137866545635,-28.982137866545635,0.0,0.0,0.0,53.75977329707087
2025-02-27,82.79157099396355,31.55605835036305,80.71221457411998,71.60521242944924,93.45332832460453,-26.386500117962196,-26.386500117962196,-26.386500117962196,-26.386500117962196,-26.386500117962196,-26.386500117962196,0.0,0.0,0.0,56.405070876001346
2025-02-28,82.8412308243106,32.92058900484899,84.22384015626591,71.35064449551975,93.7726279569754,-23.711689687981078,-23.711689687981078,-23.711689687981078,-23.711689687981078,-23.711689687981078,-23.711689687981078,0.0,0.0,0.0,59.12954113632952
2025-03-01,82.89089065465764,34.35998751171072,86.00063451210302,71.19049345959507,94.03282056964208,-21.00088387273353,-21.00088387273353,-21.00088387273353,-21.00088387273353,-21.00088387273353,-21.00088387273353,0.0,0.0,0.0,61.89000678192411
2025-03-02,82.9405504850047,39.449812439674815,89.57403872472267,70.97337852347783,94.29713509908352,-18.296819432866208,-18.296819432866208,-18.296819432866208,-18.296819432866208,-18.296819432866208,-18.296819432866208,0.0,0.0,0.0,64.64373105213849
2025-03-03,82.99021031535176,42.26940007646865,92.37094188634161,70.88244153066132,94.58099897851841,-15.640841307144397,-15.640841307144397,-15.640841307144397,-15.640841307144397,-15.640841307144397,-15.640841307144397,0.0,0.0,0.0,67.34936900820736
2025-03-04,83.0398701456988,45.570048317826824,95.46197684156184,70.7147320214855,94.87692948854364,-13.071985382047272,-13.071985382047272,-13.071985382047272,-13.071985382047272,-13.071985382047272,-13.071985382047272,0.0,0.0,0.0,69.96788476365153
2025-03-05,83.08952997604585,46.6168005927011,97.87579117028588,70.42530461323808,95.22144392844268,-10.6261170345249,-10.6261170345249,-10.6261170345249,-10.6261170345249,-10.6261170345249,-10.6261170345249,0.0,0.0,0.0,72.46341294152096
2025-03-06,83.13918980639289,47.538020933899396,101.19021835672234,70.1483490794386,95.62141336936797,-8.335145885225968,-8.335145885225968,-8.335145885225968,-8.335145885225968,-8.335145885225968,-8.335145885225968,0.0,0.0,0.0,74.80404392116692
2025-03-07,83.18884963673995,49.50123390215492,103.59137113037471,69.88043164947642,95.98466401850965,-6.2263354158783795,-6.2263354158783795,-6.2263354158783795,-6.2263354158783795,-6.2263354158783795,-6.2263354158783795,0.0,0.0,0.0,76.96251422086156
2025-03-08,83.23850946708698,52.85818016113614,103.92746156048082,69.61689185928805,96.32227163464484,-4.321723858653233,-4.321723858653233,-4.321723858653233,-4.321723858653233,-4.321723858653233,-4.321723858653233,0.0,0.0,0.0,78.91678560843376
2025-03-09,83.28816929743405,52.692243224108914,106.57976589587498,69.37102871997426,96.55220451574499,-2.637670112662406,-2.637670112662406,-2.637670112662406,-2.637670112662406,-2.637670112662406,-2.637670112662406,0.0,0.0,0.0,80.65049918477165
2025-03-10,83.33782912778112,55.67265124988513,108.5910532817242,69.18425421320427,96.7855482923739,-1.1845354478301275,-1.1845354478301275,-1.1845354478301275,-1.1845354478301275,-1.1845354478301275,-1.1845354478301275,0.0,0.0,0.0,82.15329367995099
2025-03-11,83.38748895812816,55.55405363586555,110.66580876164157,68.91785795105909,97.20608993289812,0.03349150651414914,0.03349150651414914,0.03349150651414914,0.03349150651414914,0.03349150651414914,0.03349150651414914,0.0,0.0,0.0,83.42098046464231
2025-03-12,83.43714878847521,55.48779189233931,109.96643245446674,68.71904705769282,97.52595741345523,1.0184224412173675,1.0184224412173675,1.0184224412173675,1.0184224412173675,1.0184224412173675,1.0184224412173675,0.0,0.0,0.0,84.45557122969258
2025-03-13,83.48680861882225,57.18752211639749,111.10078482107241,68.37463703912674,97.82558284651537,1.77834922037437,1.77834922037437,1.77834922037437,1.77834922037437,1.77834922037437,1.77834922037437,0.0,0.0,0.0,85.26515783919662
2025-03-14,83.5364684491693,58.8621845270966,110.03501350787229,68.20915841801322,98.1188304717923,2.327178978711185,2.327178978711185,2.327178978711185,2.327178978711185,2.327178978711185,2.327178978711185,0.0,0.0,0.0,85.8636474278805
2025-03-15,83.58612827951634,59.4025131126369,114.99084354640654,68.10742021047294,98.39747195110715,2.6842310248660612,2.6842310248660612,2.6842310248660612,2.6842310248660612,2.6842310248660612,2.6842310248660612,0.0,0.0,0.0,86.27035930438241
2025-03-16,83.6357881098634,58.603848676663596,113.41537680268405,67.98375080434575,98.76337061955196,2.8737054409300438,2.8737054409300438,2.8737054409300438,2.8737054409300438,2.8737054409300438,2.8737054409300438,0.0,0.0,0.0,86.50949355079344
2025-03-17,83.68544794021045,57.79536082803339,112.82421651444642,67.86008139821855,99.13707290759535,2.9240363530283324,2.9240363530283324,2.9240363530283324,2.9240363530283324,2.9240363530283324,2.9240363530283324,0.0,0.0,0.0,86.60948429323878
2025-03-18,83.7351077705575,58.74609975128855,115.59211081451592,67.73641199209138,99.46395475866068,2.8671456111341813,2.8671456111341813,2.8671456111341813,2.8671456111341813,2.8671456111341813,2.8671456111341813,0.0,0.0,0.0,86.60225338169168
2025-03-19,83.78476760090457,58.4806469952692,113.46112710761078,67.30914405290677,99.65156290652686,2.7376149906912093,2.7376149906912093,2.7376149906912093,2.7376149906912093,2.7376149906912093,2.7376149906912093,0.0,0.0,0.0,86.52238259159579
2025-03-20,83.83442743125163,55.706004103981634,112.86155564299447,67.14672833300341,99.80253858133895,2.571796955532656,2.571796955532656,2.571796955532656,2.571796955532656,2.571796955532656,2.571796955532656,0.0,0.0,0.0,86.40622438678429
2025-03-21,83.88408726159867,57.52575168043795,113.90992480630128,66.84609837492833,100.01076017845176,2.4068854540756224,2.4068854540756224,2.4068854540756224,2.4068854540756224,2.4068854540756224,2.4068854540756224,0.0,0.0,0.0,86.29097271567429
2025-03-22,83.93374709194572,59.08588297491624,113.62071986553866,66.49323943564872,100.17631314804514,2.2799691246230798,2.2799691246230798,2.2799691246230798,2.2799691246230798,2.2799691246230798,2.2799691246230798,0.0,0.0,0.0,86.2137162165688
2025-03-23,83.98340692229276,58.30755891226641,112.50133335974402,66.36992144996368,100.47123233398602,2.2270896397429754,2.2270896397429754,2.2270896397429754,2.2270896397429754,2.2270896397429754,2.2270896397429754,0.0,0.0,0.0,86.21049656203573
2025-03-24,84.03306675263981,58.838197814344085,115.21876462984889,66.1423865034029,100.76615151992691,2.2823277170875533,2.2823277170875533,2.2823277170875533,2.2823277170875533,2.2823277170875533,2.2823277170875533,0.0,0.0,0.0,86.31539446972737
2025-03-25,84.08272658298685,57.743450786083734,114.14242486668228,65.80309447305068,101.06107070586776,2.4769385720517616,2.4769385720517616,2.4769385720517616,2.4769385720517616,2.4769385720517616,2.4769385720517616,0.0,0.0,0.0,86.55966515503862
2025-03-26,84.1323864133339,59.1071498368136,116.09607698028698,65.62124275429491,101.35598989180863,2.8385573066215914,2.8385573066215914,2.8385573066215914,2.8385573066215914,2.8385573066215914,2.8385573066215914,0.0,0.0,0.0,86.9709437199555
2025-03-27,84.18204624368097,59.42112834983067,115.64011587181055,65.47178671235065,101.65090907774953,3.390492953445864,3.390492953445864,3.390492953445864,3.390492953445864,3.390492953445864,3.390492953445864,0.0,0.0,0.0,87.57253919712683
2025-03-28,84.23170607402801,57.02723319360056,118.07180453589531,65.16154780472186,101.94582826369039,4.151127670472042,4.151127670472042,4.151127670472042,4.151127670472042,4.151127670472042,4.151127670472042,0.0,0.0,0.0,88.38283374450005
2025-03-29,84.28136590437506,61.37171380293862,118.86247205525842,64.7945878521589,102.25584004800335,5.13343496717354,5.13343496717354,5.13343496717354,5.13343496717354,5.13343496717354,5.13343496717354,0.0,0.0,0.0,89.41480087154861
2025-03-30,84.33102573472212,62.005023118542624,120.11104040021785,64.39833872231053,102.63157652684477,6.34462790554751,6.34462790554751,6.34462790554751,6.34462790554751,6.34462790554751,6.34462790554751,0.0,0.0,0.0,90.67565364026963
2025-03-31,84.38068556506917,62.245498263497886,121.24037345210269,63.9718277830552,103.0031897910004,7.785945032280585,7.785945032280585,7.785945032280585,7.785945032280585,7.785945032280585,7.785945032280585,0.0,0.0,0.0,92.16663059734975
2025-04-01,84.43034539541621,63.91719353380493,123.22818936861982,63.68255633314436,103.37480305515601,9.452578443594797,9.452578443594797,9.452578443594797,9.452578443594797,9.452578443594797,9.452578443594797,0.0,0.0,0.0,93.88292383901101
2025-04-02,84.48000522576326,65.3365758486263,126.21478714257506,63.30638321245223,103.69009282564946,11.333744945442232,11.333744945442232,11.333744945442232,11.333744945442232,11.333744945442232,11.333744945442232,0.0,0.0,0.0,95.8137501712055
2025-04-03,84.52966505611032,66.24425675768133,127.4333003876037,62.93211761504756,103.92293337882752,13.412897835006676,13.412897835006676,13.412897835006676,13.412897835006676,13.412897835006676,13.412897835006676,0.0,0.0,0.0,97.94256289111699
2025-04-04,84.57932488645736,68.04048810448816,131.94149662465102,62.586264692874735,104.20242755202777,15.668073479775595,15.668073479775595,15.668073479775595,15.668073479775595,15.668073479775595,15.668073479775595,0.0,0.0,0.0,100.24739836623296
2025-04-05,84.62898471680441,70.58478033225619,130.9942214948569,62.38607156740944,104.46288223812596,18.072363690094615,18.072363690094615,18.072363690094615,18.072363690094615,18.072363690094615,18.072363690094615,0.0,0.0,0.0,102.70134840689903
2025-04-06,84.67864454715146,72.90231961155493,135.766098172014,62.24830348754584,104.95119428959073,20.594501947996623,20.594501947996623,20.594501947996623,20.594501947996623,20.594501947996623,20.594501947996623,0.0,0.0,0.0,105.27314649514808
